문제,정답,해설
"<甲은 주간에 A의 집에 침입하여 숨어 있다가 A 소유의 금반지 1개를 훔치고, A 명의로 된 자동차운전면허증을 발견하여 휴대전화의 카메라 기능을 이용하여 이를 촬영하였다. 다음 날 甲은 친구 乙에게 위 금반지를 건네며 “내가 훔쳐온 것인데 대신 팔아 달라.”라고 부탁하고, 乙은 이를 수락하였다. 그 후 甲은 음주운전으로 적발되자 휴대전화에 저장된 A의 자동차운전면허증 이미지 파일을 경찰관에게 제시하였다. 한편 乙은 금반지를 丙에게 매도하기로 하고 약속장소에서 丙을 기다리던 중 경찰관에게 체포되었다.>
 乙은 실제로 매수인인 丙을 만나기도 전에 경찰관에게 체포되어 丙에게 금반지의 점유가 이전되지 못하였으므로 장물알선죄가 성립하지 않는다.",X,"형법 제362조 제2항에 정한 장물알선죄에서 ‘알선’이란 장물을 취득·양도·운반·보관하려는 당사자 사이에 서서 이를 중개하거나 편의를 도모하는 것을 의미한다. 따라서 장물인 정을 알면서, 장물을 취득·양도·운반·보관하려는 당사자 사이에 서서 서로를 연결하여 장물의 취득·양도·운반·보관행위를 중개하거나 편의를 도모하였다면, 그 알선에 의하여 당사자 사이에 실제로 장물의 취득·양도·운반·보관에 관한 계약이 성립하지 아니하였거나 장물의 점유가 현실적으로 이전되지 아니한 경우라도 장물알선죄가 성립한다(2009도1203)."
"<甲은 주간에 A의 집에 침입하여 숨어 있다가 A 소유의 금반지 1개를 훔치고, A 명의로 된 자동차운전면허증을 발견하여 휴대전화의 카메라 기능을 이용하여 이를 촬영하였다. 다음 날 甲은 친구 乙에게 위 금반지를 건네며 “내가 훔쳐온 것인데 대신 팔아 달라.”라고 부탁하고, 乙은 이를 수락하였다. 그 후 甲은 음주운전으로 적발되자 휴대전화에 저장된 A의 자동차운전면허증 이미지 파일을 경찰관에게 제시하였다. 한편 乙은 금반지를 丙에게 매도하기로 하고 약속장소에서 丙을 기다리던 중 경찰관에게 체포되었다.>
 甲이 A의 동거하지 않는 친동생인 경우, 甲이 금반지를 훔친 행위에 대해서는 그 형을 면제한다.",X,
"압류금지채권의 목적물이 채무자의 예금계좌에 입금되기 전까지는 강제집행 또는 보전처분의 대상이 될 수 없는 것이므로, 압류금지채권의 목적물을 수령하는 데 사용하던 기존 예금계좌가 채권자에 의해 압류된 채무자가 압류되지 않은 다른 예금계좌를 통하여 그 목적물을 수령한 경우 강제집행이 임박한 채권자의 권리를 침해할 위험이 있는 행위라고 볼 수 없어 강제집행면탈죄가 성립하지 않는다.",O,"형법 제327조는 “강제집행을 면할 목적으로 재산을 은닉, 손괴, 허위양도 또는 허위의 채무를 부담하여 채권자를 해한 자”를 처벌함으로써 강제집행이 임박한 채권자의 권리를 보호하기 위한 것이므로, 강제집행면탈죄의 객체는 채무자의 재산 중에서 채권자가 민사집행법상 강제집행 또는 보전처분의 대상으로 삼을 수 있는 것이어야 한다(대법원 2008. 9. 11. 선고 2006도8721 판결, 대법원 2011. 12. 8. 선고 2010도4129 판결 등 참조).
 한편, 압류금지채권의 목적물이 채무자의 예금계좌에 입금된 경우에는 그 예금채권에 대하여 더 이상 압류금지의 효력이 미치지 아니하므로 그 예금은 압류금지채권에 해당하지 않지만(대법원 1999. 10. 6.자 99마4857 결정, 대법원 2014. 7. 10. 선고 2013다25552 판결 등 참조), 압류금지채권의 목적물이 채무자의 예금계좌에 입금되기 전까지는 여전히 강제집행 또는 보전처분의 대상이 될 수 없는 것이므로, 압류금지채권의 목적물을 수령하는 데 사용하던 기존 예금계좌가 채권자에 의해 압류된 채무자가 압류되지 않은 다른 예금계좌를 통하여 그 목적물을 수령하더라도 강제집행이 임박한 채권자의 권리를 침해할 위험이 있는 행위라고 볼 수 없어 강제집행면탈죄가 성립하지 않는다(2017도6229)."
"재건축사업으로 철거가 예정되어 있었고 그 입주자들이 모두 이사하여 아무도 거주하지 않는 아파트라 하더라도, 그 아파트 자체의 객관적 성상이 본래 사용목적인 주거용으로 사용될 수 없는 상태가 아니었고 그 소유자들이 재건축조합으로의 신탁등기 및 인도를 거부하는 상황이었다면, 위 아파트는 재물손괴죄의 객체가 된다.",O,"물건이 그 본래의 사용목적에 공할 수 있거나, 다른 용도로라도 사용이 가능한 상태에 있다면, 재산적 이용가치 내지 효용이 있는 것으로서 재물손괴죄의 객체가 될 수 있다(대법원 1979. 7. 24. 선고 78도2138 판결, 대법원 1993. 12. 7. 선고 93도2701 판결 등 참조).
 기록에 의하면, 피해자들의 이 사건 각 아파트는 이 사건 당시 재건축사업으로 그 철거가 예정되어 있었고 소유자나 세입자들이 모두 타처로 이사하여 거주하지 않은 채 비워져 있던 상태였음을 알 수 있으나, 위 각 아파트 자체의 객관적 성상이 그 본래의 사용목적인 주거용으로 사용될 수 없는 상태로 되어 있었다는 점을 인정할 자료가 없고, 더욱이 피해자들이 반포주공2단지주택재건축정비사업조합(이하 ‘이 사건 조합’이라 한다)에로의 신탁등기 및 명도를 거부하는 방법으로 계속 그 소유권을 행사하고 있는 상황에서, 위와 같은 사정만으로는 위 각 아파트가 재물로서의 이용가치나 효용이 없는 물건으로 되었다고 할 수 없으므로, 위 각 아파트는 재물손괴죄의 객체가 된다고 할 것이다(2007도5207)."
"권리행사방해죄에 있어서의 타인의 점유라 함은 정당한 권원에 기하여 그 물건을 점유하는 것을 의미하는 것이므로, 무효인 경매절차에서 경매목적물을 경락받아 이를 점유하고 있는 낙찰자의 경우 권리행사방해죄에 있어서의 타인의 물건을 점유하고 있는 자라고 할 수 없다.",X,"형법 제323조의 권리행사방해죄에 있어서의 타인의 점유라 함은 권원으로 인한 점유 즉 정당한 원인에 기하여 그 물건을 점유하는 권리있는 점유를 의미하는 것으로서 본권을 갖지 아니한 절도범인의 점유는 여기에 해당하지 아니하나, 반드시 본권에 의한 점유만에 한하지 아니하고 동시이행항변권 등에 기한 점유와 같은 적법한 점유도 여기에 해당한다고 할 것이고, 한편, 쌍무계약이 무효로 되어 각 당사자가 서로 취득한 것을 반환하여야 할 경우, 어느 일방의 당사자에게만 먼저 그 반환의무의 이행이 강제된다면 공평과 신의칙에 위배되는 결과가 되므로 각 당사자의 반환의무는 동시이행 관계에 있다고 보아 민법 제536조를 준용함이 옳다고 해석되고, 이러한 법리는 경매절차가 무효로 된 경우에도 마찬가지라고 할 것이므로, 무효인 경매절차에서 경매목적물을 경락받아 이를 점유하고 있는 낙찰자의 점유는 적법한 점유로서 그 점유자는 권리행사방해죄에 있어서의 타인의 물건을 점유하고 있는 자라고 할 것이다(2003도4257)."
"甲이 A의 영업점 내에 있는 A 소유의 휴대전화를 허락 없이 가지고 나와 이를 이용하여 통화를 하고 문자메시지를 주고받은 다음 약 1~2시간 후 A에게 아무런 말을 하지 않고 위 영업점 정문 옆 화분에 놓아 두고 간 경우, 甲의 사용으로 인하여 물건 자체가 가지는 경제적 가치가 상당한 정도로 소모된 것은 아니므로 甲에게 불법영득의 의사가 있다고 할 수 없다.",X,"절도죄의 성립에 필요한 불법영득의 의사란 권리자를 배제하고 타인의 물건을 자기의 소유물과 같이 이용·처분할 의사를 말하고, 영구적으로 물건의 경제적 이익을 보유할 의사임은 요하지 않으며, 일시 사용의 목적으로 타인의 점유를 침탈한 경우에도 사용으로 인하여 물건 자체가 가지는 경제적 가치가 상당한 정도로 소모되거나 또는 상당한 장시간 점유하고 있거나 본래의 장소와 다른 곳에 유기하는 경우에는 이를 일시 사용하는 경우라고는 볼 수 없으므로 영득의 의사가 없다고 할 수 없다(2012도1132)."
강도예비·음모죄가 성립하기 위해서는 예비·음모 행위자에게 강도를 할 목적이 있음이 인정되어야 하고 단순히 준강도할 목적이 있음에 그치는 경우에는 강도예비·음모죄로 처벌할 수 없다.,O,
"<甲은 자동차를 운전하고 가다가 A가 바로 앞에서 리어카를 천천히 끌고 가기에 A를 향해 경적을 울렸다. 이에 A가 욕설을 하며 소리를 치자 甲은 화가 나 A에게 겁을 주려고 폭행의 고의로 A를 추월했다가 A 앞에서 급정거하였다. 그런데 뜻하지 않게 A는 이를 피하는 과정에서 넘어져 상해를 입었다. 그 후 甲은 자신의 행위가 발각될 것을 염려하여 과음을 하는 바람에 정상적인 운전을 할 수 없는 상황에 이르게 되었다. 이러한 상태에서 甲은 졸음운전을 하다 신호를 위반하여 행인 B를 치어 전치 2주의 상해를 입힌 후 가로수를 들이 받아 정신을 잃은 상태에서 인근 병원 응급실로 이송되었다.>
 A에 대한 甲의 죄책은 특수폭행치상죄로서 ｢형법｣ 제258조의2(특수상해)의 예에 의하여 처벌된다.",X,"특수폭행치상죄의 해당규정인 형법 제262조, 제261조는 형법 제정 당시부터 존재하였는데, 형법 제258조의2 특수상해죄의 신설 이전에는 형법 제262조의 “전 2조의 죄를 범하여 사람을 사상에 이르게 한 때에는 제257조 내지 제259조의 예에 의한다.”라는 규정 중 ‘제257조 내지 제259조의 예에 의한다’의 의미는 형법 제260조(폭행, 존속폭행) 또는 제261조(특수폭행)의 죄를 범하여 상해, 중상해, 사망의 결과가 발생한 경우, 그 결과에 따라 상해의 경우에는 형법 제257조, 중상해의 경우에는 형법 제258조, 사망의 경우에는 형법 제259조의 예에 준하여 처벌하는 것으로 해석·적용되어 왔고, 따라서 특수폭행치상죄의 경우 법정형은 형법 제257조 제1항에 의하여 ‘7년 이하의 징역, 10년 이하의 자격정지 또는 1천만 원 이하의 벌금’이었다.
 그런데 2016. 1. 6. 형법 개정으로 특수상해죄가 형법 제258조의2로 신설됨에 따라 문언상으로 형법 제262조의 ‘제257조 내지 제259조의 예에 의한다’는 규정에 형법 제258조의2가 포함되어 특수폭행치상의 경우 특수상해인 형법 제258조의2 제1항의 예에 의하여 처벌하여야 하는 것으로 해석될 여지가 생기게 되었다. 이러한 해석을 따를 경우 특수폭행치상죄의 법정형이 형법 제258조의2 제1항이 정한 ‘1년 이상 10년 이하의 징역’이 되어 종래와 같이 형법 제257조 제1항의 예에 의하는 것보다 상향되는 결과가 발생하게 된다.
 그러나 형벌규정 해석에 관한 법리와 폭력행위 등 처벌에 관한 법률의 개정 경과 및 형법 제258조의2의 신설 경위와 내용, 그 목적, 형법 제262조의 연혁, 문언과 체계 등을 고려할 때, 특수폭행치상의 경우 형법 제258조의2의 신설에도 불구하고 종전과 같이 형법 제257조 제1항의 예에 의하여 처벌하는 것으로 해석함이 타당하다(2018도3443)."
"<甲은 자동차를 운전하고 가다가 A가 바로 앞에서 리어카를 천천히 끌고 가기에 A를 향해 경적을 울렸다. 이에 A가 욕설을 하며 소리를 치자 甲은 화가 나 A에게 겁을 주려고 폭행의 고의로 A를 추월했다가 A 앞에서 급정거하였다. 그런데 뜻하지 않게 A는 이를 피하는 과정에서 넘어져 상해를 입었다. 그 후 甲은 자신의 행위가 발각될 것을 염려하여 과음을 하는 바람에 정상적인 운전을 할 수 없는 상황에 이르게 되었다. 이러한 상태에서 甲은 졸음운전을 하다 신호를 위반하여 행인 B를 치어 전치 2주의 상해를 입힌 후 가로수를 들이 받아 정신을 잃은 상태에서 인근 병원 응급실로 이송되었다.>
 甲은 도로교통법위반(음주운전)죄로 유죄판결이 확정되었는데 그 후 술에 취한 상태에서 B를 차로 치어 상해를 입힌 사실이 밝혀져서 특정범죄가중처벌등에관한법률위반(위험운전치상)죄로 기소되었다면 이에 대해서는 유죄판결을 선고하여야 한다.",O,
"<甲은 자동차를 운전하고 가다가 A가 바로 앞에서 리어카를 천천히 끌고 가기에 A를 향해 경적을 울렸다. 이에 A가 욕설을 하며 소리를 치자 甲은 화가 나 A에게 겁을 주려고 폭행의 고의로 A를 추월했다가 A 앞에서 급정거하였다. 그런데 뜻하지 않게 A는 이를 피하는 과정에서 넘어져 상해를 입었다. 그 후 甲은 자신의 행위가 발각될 것을 염려하여 과음을 하는 바람에 정상적인 운전을 할 수 없는 상황에 이르게 되었다. 이러한 상태에서 甲은 졸음운전을 하다 신호를 위반하여 행인 B를 치어 전치 2주의 상해를 입힌 후 가로수를 들이 받아 정신을 잃은 상태에서 인근 병원 응급실로 이송되었다.>
 사법경찰관 P는 응급실로 가서 담당의사로 하여금 甲의 혈액을 채취하게 한 후 혈중알콜농도에 관한 감정의뢰회보를 확보하였으나 사후압수영장은 발부받지 못한 경우 감정의뢰회보의 증거능력은 부정된다.",O,"수사기관이 법원으로부터 영장 또는 감정처분허가장을 발부받지 아니한 채 피의자의 동의 없이 피의자의 신체로부터 혈액을 채취하고 사후에도 지체 없이 영장을 발부받지 아니한 채 혈액 중 알코올농도에 관한 감정을 의뢰하였다면, 이러한 과정을 거쳐 얻은 감정의뢰회보 등은 형사소송법상 영장주의 원칙을 위반하여 수집하거나 그에 기초하여 획득한 증거로서, 원칙적으로 절차위반행위가 적법절차의 실질적인 내용을 침해하여 피고인이나 변호인의 동의가 있더라도 유죄의 증거로 사용할 수 없다.
 수사기관이 범죄 증거를 수집할 목적으로 피의자의 동의 없이 피의자의 혈액을 취득·보관하는 행위는 법원으로부터 감정처분허가장을 받아 형사소송법 제221조의4 제1항, 제173조 제1항에 의한 ‘감정에 필요한 처분’으로도 할 수 있지만, 형사소송법 제219조, 제106조 제1항에 정한 압수의 방법으로도 할 수 있고, 압수의 방법에 의하는 경우 혈액의 취득을 위하여 피의자의 신체로부터 혈액을 채취하는 행위는 혈액의 압수를 위한 것으로서 형사소송법 제219조, 제120조 제1항에 정한 ‘압수영장의 집행에 있어 필요한 처분’에 해당한다.
 음주운전 중 교통사고를 야기한 후 피의자가 의식불명 상태에 빠져 있는 등으로 도로교통법이 음주운전의 제1차적 수사방법으로 규정한 호흡조사에 의한 음주측정이 불가능하고 혈액 채취에 대한 동의를 받을 수도 없을 뿐만 아니라 법원으로부터 혈액 채취에 대한 감정처분허가장이나 사전 압수영장을 발부받을 시간적 여유도 없는 긴급한 상황이 생길 수 있다. 이러한 경우 피의자의 신체 내지 의복류에 주취로 인한 냄새가 강하게 나는 등 형사소송법 제211조 제2항 제3호가 정하는 범죄의 증적이 현저한 준현행범인의 요건이 갖추어져 있고 교통사고 발생 시각으로부터 사회통념상 범행 직후라고 볼 수 있는 시간 내라면, 피의자의 생명·신체를 구조하기 위하여 사고현장으로부터 곧바로 후송된 병원 응급실 등의 장소는 형사소송법 제216조 제3항의 범죄 장소에 준한다 할 것이므로, 검사 또는 사법경찰관은 피의자의 혈중알코올농도 등 증거의 수집을 위하여 의료법상 의료인의 자격이 있는 자로 하여금 의료용 기구로 의학적인 방법에 따라 필요최소한의 한도 내에서 피의자의 혈액을 채취하게 한 후 그 혈액을 영장 없이 압수할 수 있다. 다만 이 경우에도 형사소송법 제216조 제3항 단서, 형사소송규칙 제58조, 제107조 제1항 제3호에 따라 사후에 지체 없이 강제채혈에 의한 압수의 사유 등을 기재한 영장청구서에 의하여 법원으로부터 압수영장을 받아야 한다(2011도15258)."
"<甲은 자동차를 운전하고 가다가 A가 바로 앞에서 리어카를 천천히 끌고 가기에 A를 향해 경적을 울렸다. 이에 A가 욕설을 하며 소리를 치자 甲은 화가 나 A에게 겁을 주려고 폭행의 고의로 A를 추월했다가 A 앞에서 급정거하였다. 그런데 뜻하지 않게 A는 이를 피하는 과정에서 넘어져 상해를 입었다. 그 후 甲은 자신의 행위가 발각될 것을 염려하여 과음을 하는 바람에 정상적인 운전을 할 수 없는 상황에 이르게 되었다. 이러한 상태에서 甲은 졸음운전을 하다 신호를 위반하여 행인 B를 치어 전치 2주의 상해를 입힌 후 가로수를 들이 받아 정신을 잃은 상태에서 인근 병원 응급실로 이송되었다.>
 甲이 B를 차로 치어 상해를 입힌 행위는 특정범죄가중처벌등에관한법률위반(위험운전치상)죄에 해당하고 교통사고처리특례법위반(치상)죄는 이에 흡수된다.",O,"음주로 인한 특정범죄가중처벌 등에 관한 법률 위반(위험운전치사상)죄는 그 입법 취지와 문언에 비추어 볼 때, 주취상태의 자동차 운전으로 인한 교통사고가 빈발하고 그로 인한 피해자의 생명·신체에 대한 피해가 중대할 뿐만 아니라, 사고발생 전 상태로의 회복이 불가능하거나 쉽지 않은 점 등의 사정을 고려하여, 형법 제268조에서 규정하고 있는 업무상과실치사상죄의 특례를 규정하여 가중처벌함으로써 피해자의 생명·신체의 안전이라는 개인적 법익을 보호하기 위한 것이다. 따라서 그 죄가 성립하는 때에는 차의 운전자가 형법 제268조의 죄를 범한 것을 내용으로 하는 교통사고처리특례법 위반죄는 그 죄에 흡수되어 별죄를 구성하지 아니한다(2008도9182)."
"<甲은 자동차를 운전하고 가다가 A가 바로 앞에서 리어카를 천천히 끌고 가기에 A를 향해 경적을 울렸다. 이에 A가 욕설을 하며 소리를 치자 甲은 화가 나 A에게 겁을 주려고 폭행의 고의로 A를 추월했다가 A 앞에서 급정거하였다. 그런데 뜻하지 않게 A는 이를 피하는 과정에서 넘어져 상해를 입었다. 그 후 甲은 자신의 행위가 발각될 것을 염려하여 과음을 하는 바람에 정상적인 운전을 할 수 없는 상황에 이르게 되었다. 이러한 상태에서 甲은 졸음운전을 하다 신호를 위반하여 행인 B를 치어 전치 2주의 상해를 입힌 후 가로수를 들이 받아 정신을 잃은 상태에서 인근 병원 응급실로 이송되었다.>
 만약 위 사안에서 甲이 음주한 사실이 없다고 가정할 때, B를 차로 치어 상해를 입힌 것과 관련하여 甲이 교통사고처리특례법위반(치상)죄로 기소되었는데 법원의 심리 결과 甲의 신호위반 사실이 인정되지 않고 甲의 차량이 종합보험에 가입된 경우, 甲에게 아무런 주의의무위반이 없더라도 무죄가 아니라 공소기각판결을 선고하여야 한다.",X,"교통사고처리 특례법 제3조 제1항, 제2항 단서, 형법 제268조를 적용하여 공소가 제기된 사건에서, 심리 결과 교통사고처리 특례법 제3조 제2항 단서에서 정한 사유가 없고 같은 법 제3조 제2항 본문이나 제4조 제1항 본문의 사유로 공소를 제기할 수 없는 경우에 해당하면 공소기각의 판결을 하는 것이 원칙이다. 그런데 사건의 실체에 관한 심리가 이미 완료되어 교통사고처리 특례법 제3조 제2항 단서에서 정한 사유가 없는 것으로 판명되고 달리 피고인이 같은 법 제3조 제1항의 죄를 범하였다고 인정되지 않는 경우, 같은 법 제3조 제2항 본문이나 제4조 제1항 본문의 사유가 있더라도, 사실심법원이 피고인의 이익을 위하여 교통사고처리특례법 위반의 공소사실에 대하여 무죄의 실체판결을 선고하였다면, 이를 위법이라고 볼 수는 없다(2012도11431)."
"사기죄의 피해자가 법인이나 단체인 경우, 피해자 법인이나 단체의 대표자 또는 실질적으로 의사결정을 하는 최종결재권자 등 기망의 상대방이 기망행위자와 동일하거나 기망행위자와 공모하는 등 기망행위를 알고 있었다면 사기죄는 성립하지 않는다.",O,
수익자가 기망을 통하여 급여자로 하여금 불법원인급여에 해당하는 재물을 제공하도록 한 것이라면 ｢민법｣ 제746조 규정에 의하여 급여자가 수익자에 대한 반환청구권을 행사할 수 없으므로 사기죄가 성립하지 않는다.,X,"민법 제746조의 불법원인급여에 해당하여 급여자가 수익자에 대한 반환청구권을 행사할 수 없다고 하더라도, 수익자가 기망을 통하여 급여자로 하여금 불법원인급여에 해당하는 재물을 제공하도록 하였다면 사기죄가 성립한다고 할 것인바(2006도6795)..."
"가맹점주가 용역의 제공을 가장한 허위의 매출전표임을 고지하지 아니한 채 신용카드회사에 제출하여 대금을 청구한 경우, 신용카드회사가 허위의 매출전표임을 알았더라면 그 대금을 지급하지 아니하였을 관계가 인정된다면, 비록 당시 가맹점주에게 신용카드 이용대금을 변제할 의사와 능력이 있었다고 하더라도 사기죄의 기망행위에 해당한다.",O,"사기죄의 요건으로서의 기망은 널리 재산상의 거래관계에 있어서 서로 지켜야 할 신의와 성실의 의무를 저버리는 모든 적극적 또는 소극적 행위를 말하는 것으로서, 반드시 법률행위의 중요부분에 관한 허위표시임을 요하지 아니하고, 상대방을 착오에 빠지게 하여 행위자가 희망하는 재산적 처분행위를 하도록 하기 위한 판단의 기초가 되는 사실에 관한 것이면 충분하므로, 거래의 상대방이 일정한 사정에 관한 고지를 받았더라면 당해 거래에 임하지 아니하였을 것이라는 관계가 인정되는 경우에는 그 거래로 인하여 재물을 수취하는 자에게는 신의성실의 원칙상 사전에 상대방에게 그와 같은 사정을 고지할 의무가 있다 할 것이고, 그럼에도 불구하고 이를 고지하지 아니한 것은 고지할 사실을 묵비함으로써 상대방을 기망한 것이 되어 사기죄를 구성한다.
 신용카드 가맹점주가 신용카드회사로부터 금원을 교부받을 당시 신용카드회사에게 매출전표가 용역의 제공을 가장하여 허위로 작성된 것임을 고지하지 아니한 채 제출하여 대금을 청구하였고, 신용카드회사는 매출전표에 기재된 바와 같은 가맹점의 용역의 제공이 실제로 있은 것으로 오신하여 그에게 그 대금 상당의 금원을 교부한 경우, 신용카드회사가 가맹점의 용역의 제공을 가장한 허위 내용의 매출전표에 의한 대금청구에 대하여는 이를 거절할 수 있는 등 매출전표가 허위임을 알았더라면 가맹점주에게 그 대금의 지급을 하지 아니하였을 관계가 인정된다면, 가맹점주가 용역의 제공을 가장한 허위의 매출전표임을 고지하지 아니한 채 신용카드회사에게 제출하여 대금을 청구한 행위는 사기죄의 실행행위로서의 기망행위에 해당하고, 가맹점주에게 이러한 기망행위에 대한 범의가 있었다면, 비록 당시 그에게 신용카드 이용대금을 변제할 의사와 능력이 있었다고 하더라도 사기죄의 범의가 있었음을 인정할 수 있다(98도3549)."
"사기죄의 피해자에게 그 대가가 지급된 경우, 피해자를 기망하여 그가 보유하고 있는 그 대가를 다시 편취하더라도 새로운 법익이 침해된 것은 아니므로 기존에 성립한 사기죄와 별도의 새로운 사기죄가 성립하는 것은 아니다.",X,
"공갈죄의 대상이 되는 재물은 타인의 재물을 의미하므로, 사람을 공갈하여 자기의 재물을 교부받는 경우에는 공갈죄가 성립하지 않는다.",O,"공갈죄의 대상이 되는 재물은 타인의 재물을 의미하므로, 사람을 공갈하여 자기의 재물을 교부받는 경우에는 공갈죄가 성립하지 아니한다. 그리고 타인의 재물인지는 민법, 상법, 기타의 실체법에 의하여 결정되는데, 금전을 도난당한 경우 절도범이 절취한 금전만 소지하고 있는 때 등과 같이 구체적으로 절취된 금전을 특정할 수 있어 객관적으로 다른 금전 등과 구분됨이 명백한 예외적인 경우에는 절도 피해자에 대한 관계에서 그 금전이 절도범인 타인의 재물이라고 할 수 없다(2012도6157)."
"甲이 성명불상자로부터 계좌를 빌려주면 대가를 주겠다는 제안을 받고 자신의 계좌에 연결된 체크카드를 양도하였는데, A가 보이스피싱 사기 범행에 속아 위 계좌로 금원을 송금하여 甲이 보관하던 중 이를 현금으로 인출하여 개인 용도로 사용한 경우, 甲이 사기범행에 이용되리라는 사정을 알지 못한 채 체크카드를 양도한 것이라면 A에 대한 횡령죄가 성립한다.",O,
타인으로부터 용도가 엄격히 제한된 자금을 위탁받아 집행하면서 그 제한된 용도 이외의 목적으로 자금을 사용한 행위가 개인적인 목적에서 비롯된 것이 아니라 결과적으로 자금을 위탁한 본인을 위하는 면이 있는 경우에는 횡령죄가 성립하지 않는다.,X,"횡령죄에서 불법영득의사는 타인의 재물을 보관하는 자가 위탁 취지에 반하여 권한 없이 스스로 소유권자의 처분행위(반환 거부를 포함한다)를 하려는 의사를 의미하므로, 보관자가 자기 또는 제3자의 이익을 위한 것이 아니라 소유자의 이익을 위하여 이를 처분한 경우에는 특별한 사정이 없는 한 위와 같은 불법영득의사를 인정할 수 없다. 다만 타인으로부터 용도가 엄격히 제한된 자금을 위탁받아 집행하면서 제한된 용도 이외의 목적으로 자금을 사용하는 것은 결과적으로 자금을 위탁한 본인을 위하는 면이 있더라도 사용행위 자체로서 불법영득의사를 실현하는 것이 되어 횡령죄가 성립하겠지만, 이러한 경우에 해당하지 아니할 때에는 피고인이 불법영득의사의 존재를 인정하기 어려운 사유를 들어 돈의 행방이나 사용처에 대한 설명을 하고 있고 이에 부합하는 자료도 있다면 달리 특별한 사정이 인정되지 아니하는 한 함부로 위탁받은 돈을 불법영득의사로 횡령하였다고 인정할 수는 없다(2011도1904)."
甲이 乙로부터 18억 원을 차용하면서 담보로 甲 소유의 아파트에 乙 명의의 4순위 근저당권을 설정해 주기로 약정하였음에도 제3자에게 채권최고액을 12억 원으로 하는 4순위 근저당권을 설정하여 준 경우 특정경제범죄가중처벌등에관한법률위반(배임)죄가 성립한다.,X,"채무자가 금전채무를 담보하기 위한 저당권설정계약에 따라 채권자에게 그 소유의 부동산에 관하여 저당권을 설정할 의무를 부담하게 되었다고 하더라도, 이를 들어 채무자가 통상의 계약에서 이루어지는 이익대립관계를 넘어서 채권자와의 신임관계에 기초하여 채권자의 사무를 맡아 처리하는 것으로 볼 수 없다.
 채무자가 저당권설정계약에 따라 채권자에 대하여 부담하는 저당권을 설정할 의무는 계약에 따라 부담하게 된 채무자 자신의 의무이다. 채무자가 위와 같은 의무를 이행하는 것은 채무자 자신의 사무에 해당할 뿐이므로, 채무자를 채권자에 대한 관계에서 ‘타인의 사무를 처리하는 자’라고 할 수 없다. 따라서 채무자가 제3자에게 먼저 담보물에 관한 저당권을 설정하거나 담보물을 양도하는 등으로 담보가치를 감소 또는 상실시켜 채권자의 채권실현에 위험을 초래하더라도 배임죄가 성립한다고 할 수 없다(2019도14340)."
｢부동산 실권리자명의 등기에 관한 법률｣을 위반하여 명의신탁자가 그 소유인 부동산의 등기명의를 명의수탁자에게 이전하는 이른바 양자간 명의신탁의 경우 명의수탁자가 신탁받은 부동산을 임의로 처분하더라도 횡령죄가 성립하지 않는다.,O,
"타인의 사무를 처리하는 자가 그 직무에 관하여 여러 사람으로부터 각각 부정한 청탁을 받고 수회에 걸쳐 금품을 수수한 경우, 그 청탁이 동종의 것이면 단일하고 계속된 범의 아래 이루어진 범행으로 보아 그 전체를 포괄일죄로 볼 수 있다.",X,"타인의 사무를 처리하는 자가 동일인으로부터 그 직무에 관하여 부정한 청탁을 받고 여러 차례에 걸쳐 금품을 수수한 경우, 그것이 단일하고도 계속된 범의 아래 일정기간 반복하여 이루어진 것이고 그 피해법익도 동일한 때에는 이를 포괄일죄로 보아야 한다. 다만, 여러 사람으로부터 각각 부정한 청탁을 받고 그들로부터 각각 금품을 수수한 경우에는 비록 그 청탁이 동종의 것이라고 하더라도 단일하고 계속된 범의 아래 이루어진 범행으로 보기 어려워 그 전체를 포괄일죄로 볼 수 없다(2008도6987)."
"경찰공무원이 지명수배 중인 범인을 발견하고도 직무상 의무에 따른 적절한 조치를 취하지 아니하고 오히려 범인을 도피하게 하는 행위를 하였다면, 범인도피죄만 성립하고 직무유기죄는 따로 성립하지 않는다.",O,
"직무유기죄는 작위의무를 수행하지 아니함으로써 구성요건에 해당하는 사실이 있었고 그 후에도 계속하여 그 작위의무를 수행하지 아니하는 위법한 부작위상태가 계속되는 한 가벌적 위법상태는 계속 존재하고 있다고 할 것이므로, 즉시범이라 할 수 없다.",O,"직무유기죄는 그 직무를 수행하여야 하는 작위의무의 존재와 그에 대한 위반을 전제로 하고 있는바, 그 작위의무를 수행하지 아니함으로써 구성요건에 해당하는 사실이 있었고 그 후에도 계속하여 그 작위의무를 수행하지 아니하는 위법한 부작위상태가 계속되는 한 가벌적 위법상태는 계속 존재하고 있다고 할 것이며 형법 제122조 후단은 이를 전체적으로 보아 1죄로 처벌하는 취지로 해석되므로 이를 즉시범이라고 할 수 없다(97도675)."
