문제,정답,해설
수일 전에 피해자를 강간하였던 甲이 대문을 몰래 열고 들어와 담장과 피해자가 거주하던 방 사이의 좁은 통로에서 창문을 통하여 방안을 엿보던 상황이라면 피해자의 주거에 대한 사실상 평온 상태가 침해된 것으로 주거침입죄에 해당한다.,O,
甲이 처(妻) A와의 불화로 인해 A와 같이 살던 아파트에서 나온 후 위 아파트에 임의로 출입한 경우 甲이 공동생활관계에서 이탈하거나 위 아파트 주거 등에 대한 사실상의 지배·관리를 상실하였다는 등의 특별한 사정이 있는 경우라 하더라도 주거침입죄가 성립할 여지는 없다.,X,
"<甲은 삼촌 A와 따로 살고 있다. 甲은 어느 날 비어 있는 A의 집에 몰래 들어가 A가 보관 중이던 A의 친구 B 소유의 노트북과 A의 통장 및 운전면허증을 절취하였다. 甲은 절취한 통장을 가지고 인근 현금자동지급기로 가서 우연히 알아낸 비밀번호를 이용하여 A의 계좌에서 자신의 계좌로 100만 원을 이체하였다. 甲은 돈을 이체하고 돌아가던 중 불심검문 중인 경찰관의 신분증 제시 요구에 절취한 A의 운전면허증을 제시하였다. 이후 甲은 이체한 돈을 인출하여 그 정을 아는 친구 乙에게 교부하였다.>
 노트북 절취와 관련하여 甲과 점유자인 A 사이에 친족관계가 존재하므로 A의 고소가 없다면 甲은 절도죄로 기소될 수 없다.",X,
"<甲은 삼촌 A와 따로 살고 있다. 甲은 어느 날 비어 있는 A의 집에 몰래 들어가 A가 보관 중이던 A의 친구 B 소유의 노트북과 A의 통장 및 운전면허증을 절취하였다. 甲은 절취한 통장을 가지고 인근 현금자동지급기로 가서 우연히 알아낸 비밀번호를 이용하여 A의 계좌에서 자신의 계좌로 100만 원을 이체하였다. 甲은 돈을 이체하고 돌아가던 중 불심검문 중인 경찰관의 신분증 제시 요구에 절취한 A의 운전면허증을 제시하였다. 이후 甲은 이체한 돈을 인출하여 그 정을 아는 친구 乙에게 교부하였다.>
 甲의 컴퓨터등사용사기죄와 관련하여 A 명의 계좌의 금융기관을 피해자에 해당한다고 볼 수 없으므로, 甲이 A의 계좌에서 자신의 계좌로 100만 원을 이체한 행위에 친족상도례가 적용된다.",X,"컴퓨터 등 정보처리장치를 통하여 이루어지는 금융기관 사이의 전자식 자금이체거래는 금융기관 사이의 환거래관계를 매개로 하여 금융기관 사이나 금융기관을 이용하는 고객 사이에서 현실적인 자금의 수수 없이 지급·수령을 실현하는 거래방식인바, 권한 없이 컴퓨터 등 정보처리장치를 이용하여 예금계좌 명의인이 거래하는 금융기관의 계좌 예금 잔고 중 일부를 자신이 거래하는 다른 금융기관에 개설된 그 명의 계좌로 이체한 경우, 예금계좌 명의인의 거래 금융기관에 대한 예금반환 채권은 이러한 행위로 인하여 영향을 받을 이유가 없는 것이므로, 거래 금융기관으로서는 예금계좌 명의인에 대한 예금반환 채무를 여전히 부담하면서도 환거래관계상 다른 금융기관에 대하여 자금이체로 인한 이체자금 상당액 결제채무를 추가 부담하게 됨으로써 이체된 예금 상당액의 채무를 이중으로 지급해야 할 위험에 처하게 된다. 따라서 친척 소유 예금통장을 절취한 자가 그 친척 거래 금융기관에 설치된 현금자동지급기에 예금통장을 넣고 조작하는 방법으로 친척 명의 계좌의 예금 잔고를 자신이 거래하는 다른 금융기관에 개설된 자기 계좌로 이체한 경우, 그 범행으로 인한 피해자는 이체된 예금 상당액의 채무를 이중으로 지급해야 할 위험에 처하게 되는 그 친척 거래 금융기관이라 할 것이고, 거래 약관의 면책 조항이나 채권의 준점유자에 대한 법리 적용 등에 의하여 위와 같은 범행으로 인한 피해가 최종적으로는 예금 명의인인 친척에게 전가될 수 있다고 하여, 자금이체 거래의 직접적인 당사자이자 이중지급 위험의 원칙적인 부담자인 거래 금융기관을 위와 같은 컴퓨터 등 사용사기 범행의 피해자에 해당하지 않는다고 볼 수는 없으므로, 위와 같은 경우에는 친족 사이의 범행을 전제로 하는 친족상도례를 적용할 수 없다(2006도2704)."
"<甲은 삼촌 A와 따로 살고 있다. 甲은 어느 날 비어 있는 A의 집에 몰래 들어가 A가 보관 중이던 A의 친구 B 소유의 노트북과 A의 통장 및 운전면허증을 절취하였다. 甲은 절취한 통장을 가지고 인근 현금자동지급기로 가서 우연히 알아낸 비밀번호를 이용하여 A의 계좌에서 자신의 계좌로 100만 원을 이체하였다. 甲은 돈을 이체하고 돌아가던 중 불심검문 중인 경찰관의 신분증 제시 요구에 절취한 A의 운전면허증을 제시하였다. 이후 甲은 이체한 돈을 인출하여 그 정을 아는 친구 乙에게 교부하였다.>
 甲으로부터 돈을 받은 乙에게는 장물취득죄가 성립한다.",X,"컴퓨터등사용사기죄의 범행으로 예금채권을 취득한 다음 자기의 현금카드를 사용하여 현금자동지급기에서 현금을 인출한 경우, 현금카드 사용권한 있는 자의 정당한 사용에 의한 것으로서 현금자동지급기 관리자의 의사에 반하거나 기망행위 및 그에 따른 처분행위도 없었으므로, 별도로 절도죄나 사기죄의 구성요건에 해당하지 않는다 할 것이고, 그 결과 그 인출된 현금은 재산범죄에 의하여 취득한 재물이 아니므로 장물이 될 수 없다고 한 사례(2004도353)."
"<甲은 삼촌 A와 따로 살고 있다. 甲은 어느 날 비어 있는 A의 집에 몰래 들어가 A가 보관 중이던 A의 친구 B 소유의 노트북과 A의 통장 및 운전면허증을 절취하였다. 甲은 절취한 통장을 가지고 인근 현금자동지급기로 가서 우연히 알아낸 비밀번호를 이용하여 A의 계좌에서 자신의 계좌로 100만 원을 이체하였다. 甲은 돈을 이체하고 돌아가던 중 불심검문 중인 경찰관의 신분증 제시 요구에 절취한 A의 운전면허증을 제시하였다. 이후 甲은 이체한 돈을 인출하여 그 정을 아는 친구 乙에게 교부하였다.>
 甲이 경찰관의 신분증 제시 요구에 A의 운전면허증을 제시한 것은 운전면허증이 신분의 동일성을 증명하는 기능을 하는 것이 아니기 때문에 공문서부정행사죄에 해당하지 않는다.",X,
"<甲은 삼촌 A와 따로 살고 있다. 甲은 어느 날 비어 있는 A의 집에 몰래 들어가 A가 보관 중이던 A의 친구 B 소유의 노트북과 A의 통장 및 운전면허증을 절취하였다. 甲은 절취한 통장을 가지고 인근 현금자동지급기로 가서 우연히 알아낸 비밀번호를 이용하여 A의 계좌에서 자신의 계좌로 100만 원을 이체하였다. 甲은 돈을 이체하고 돌아가던 중 불심검문 중인 경찰관의 신분증 제시 요구에 절취한 A의 운전면허증을 제시하였다. 이후 甲은 이체한 돈을 인출하여 그 정을 아는 친구 乙에게 교부하였다.>
 만약 甲이 이체한 돈을 인출하지 못했다면 컴퓨터등사용사기죄의 미수에 해당한다.",X,
"<甲은 짧은 치마를 입고 지하철 에스컬레이터를 이용하는 여성 A의 치마 밑으로 휴대전화 카메라를 넣어 약 1분간 속옷과 신체를 촬영하다가 A에게 발각되었다. A의 신고를 받고 출동한 경찰관은 甲으로부터 휴대전화를 임의제출 받았다.>
 만약 甲이 위 범죄현장에서 현행범인으로 체포되었던 경우, 통상 현행범인 체포현장에서 자신의 죄책을 증명하는 물건을 스스로 제출할 의사가 있다고 해석할 수 없고 현행범인으로 체포된 자에 대하여는 ｢형사소송법｣ 제216조 제1항 제2호에 따라 긴급압수가 가능하므로 임의제출에 의한 압수는 허용되지 않는다.",X,
"<甲은 짧은 치마를 입고 지하철 에스컬레이터를 이용하는 여성 A의 치마 밑으로 휴대전화 카메라를 넣어 약 1분간 속옷과 신체를 촬영하다가 A에게 발각되었다. A의 신고를 받고 출동한 경찰관은 甲으로부터 휴대전화를 임의제출 받았다.>
 경찰관이 甲으로부터 휴대전화를 임의제출 받으면서 휴대전화에 담긴 정보 중 무엇을 제출하는지 甲으로부터 임의제출의 범위를 명확히 확인하지 않았다면 범행 동기와 경위, 수단과 방법, 시간과 장소 등에 관한 간접증거나 정황증거로 사용될 수 있는 정보는 압수의 대상에 포함될 수 없다.",X,
"<甲은 짧은 치마를 입고 지하철 에스컬레이터를 이용하는 여성 A의 치마 밑으로 휴대전화 카메라를 넣어 약 1분간 속옷과 신체를 촬영하다가 A에게 발각되었다. A의 신고를 받고 출동한 경찰관은 甲으로부터 휴대전화를 임의제출 받았다.>
 만약 甲이 위 촬영물을 A에게 보내 주었다면 촬영물을 타인에게 제공한 때에 해당하여 성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등)죄가 별도로 성립한다.",X,
"<甲은 짧은 치마를 입고 지하철 에스컬레이터를 이용하는 여성 A의 치마 밑으로 휴대전화 카메라를 넣어 약 1분간 속옷과 신체를 촬영하다가 A에게 발각되었다. A의 신고를 받고 출동한 경찰관은 甲으로부터 휴대전화를 임의제출 받았다.>
 甲이 A를 촬영한 후 일정 시간이 경과하여 위 영상정보가 주기억장치에 입력되었다고 하더라도 그 촬영된 영상정보가 전자파일 등의 형태로 영구저장되지 않은 채 사용자에 의해 강제종료되었다면 성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등)죄의 미수에 해당한다.",X,
"<甲은 짧은 치마를 입고 지하철 에스컬레이터를 이용하는 여성 A의 치마 밑으로 휴대전화 카메라를 넣어 약 1분간 속옷과 신체를 촬영하다가 A에게 발각되었다. A의 신고를 받고 출동한 경찰관은 甲으로부터 휴대전화를 임의제출 받았다.>
 경찰관이 압수·수색영장을 발부받아 甲의 집에서 다른 저장매체를 압수하고, 그 저장매체와 연동된 클라우드에 접속하여 그곳에 저장된 불법촬영 영상을 증거로 확보하기 위해서는 압수·수색영장의 압수할 물건에 원격지 서버 저장 전자정보가 포함되어 있어야 한다.",O,
수인의 피해자에 대하여 1개의 기망행위를 통해 각각 재물을 편취한 경우에는 범의가 단일하고 범행방법이 동일하더라도 피해자별로 독립한 사기죄가 성립하고 각 사기죄는 상상적 경합관계에 있다.,O,
"절도범인으로부터 장물보관 의뢰를 받은 자가 그 정을 알면서 이를 인도받아 보관하고 있다가 임의처분한 경우, 이러한 횡령행위는 장물죄의 불가벌적 사후행위에 불과하여 별도의 횡령죄가 성립하지 않는다.",O,
"회사 명의의 합의서를 임의로 작성·교부한 행위에 의해 회사에 재산상 손해를 가하였다면, 사문서위조죄 및 그 행사죄와 업무상 배임죄는 실체적 경합관계에 있다.",X,회사 명의의 합의서를 임의로 작성·교부한 행위에 대하여 약식명령이 확정된 사문서위조 및 그 행사죄의 범죄사실과 그로 인하여 회사에 재산상 손해를 가하였다는 업무상 배임의 공소사실은 그 객관적 사실관계가 하나의 행위이므로 1개의 행위가 수개의 죄에 해당하는 경우로서 형법 제40조에 정해진 상상적 경합관계에 있다(2008도5634).
2인 이상의 작성명의인이 연명으로 서명·날인한 문서를 하나의 행위로 위조한 때에는 작성명의인의 수에 해당하는 문서위조죄의 상상적 경합범에 해당한다.,O,
"유죄의 확정판결을 받은 사람이 그 후 별개의 후행범죄를 저질렀는데 유죄의 확정판결에 대하여 재심이 개시된 경우, 후행범죄와 재심판결이 확정된 선행범죄 사이에는 ｢형법｣ 제37조 후단에서 정한 경합범이 성립한다.",X,
甲이 자신의 딸에 대한 A의 학교폭력을 신고하여 A에 대하여 ‘접촉 및 보복행위의 금지’ 등 조치가 내려지자 자신의 SNS 프로필 상태메시지에 ‘학교폭력범은 접촉금지’ 등의 글을 게시한 행위를 들어 A의 명예를 훼손한 것이라 할 수 없다.,O,
"명예훼손죄나 모욕죄의 피해자에는 자연인으로서 사람뿐만 아니라 ‘법인’, ‘법인격 없는 단체’도 포함된다 할 것이므로, 지방자치단체인 군(郡)도 명예훼손죄나 모욕죄의 피해자가 될 수 있다.",X,
"이른바 집단표시에 의한 모욕은, 모욕의 내용이 그 집단에 속한 특정인에 대한 것이라고는 해석되기 힘들고, 집단표시에 의한 비난이 개별구성원에 이르러서는 비난의 정도가 희석되어 구성원 개개인의 사회적 평가에 영향을 미칠 정도에 이르지 아니한 경우에는 구성원 개개인에 대한 모욕이 성립되지 않는다고 봄이 원칙이다.",O,
단순히 어떤 사람을 사칭하여 마치 그 사람이 직접 작성한 글인 것처럼 가장하여 인터넷 게시판에 게시글을 올리는 행위는 그 사람에 대한 사실을 드러내는 행위나 사실의 적시에 해당하지 않아 정보통신망이용촉진및정보보호등에관한법률위반(명예훼손)죄가 성립하지 않는다.,O,
｢형법｣ 제310조에 따라 위법성이 조각되기 위해서는 적시된 사실이 진실한 것이라는 증명이 없더라도 행위자가 이를 진실한 것으로 믿었고 또 그렇게 믿을 만한 상당한 이유가 있어야 한다.,O,
공소사실이 인정되지 않는 경우에 이와 관련되지 않은 범죄사실을 법원이 인정하여 몰수·추징을 선고하는 것은 불고불리의 원칙에 위반된다.,O,
수뢰자가 자기앞수표를 뇌물로 받아 이를 소비한 후 자기앞수표 상당액을 증뢰자에게 반환하였다 하더라도 뇌물 그 자체를 반환한 것은 아니므로 이를 몰수할 수 없고 수뢰자로부터 그 가액을 추징하여야 한다.,O,
"범죄행위의 수행에 실질적으로 기여한 것으로 인정된다고 하더라도, 실행행위의 착수 전 또는 실행행위 종료 후의 행위에 사용되었을 뿐 범죄의 실행행위 자체에 사용되지 않은 물건은 몰수·추징의 대상인 ‘범죄행위에 제공한 물건’에 포함될 수 없다.",X,
몰수·추징이 공소사실과 관련이 있다 하더라도 그 공소사실에 관하여 이미 공소시효가 완성된 경우에는 몰수·추징을 할 수 없다.,O,
"甲이 공무원 직무에 속한 사항의 알선에 관하여 1억 원을 받았으나 그중 3,000만 원을 받은 취지에 따라 청탁과 관련하여 관계 공무원에게 뇌물로 공여한 경우라면, 甲으로부터는 이를 제외한 나머지 7,000만 원만 몰수·추징할 수 있다.",O,
"｢형법｣ 제16조의 법률의 착오는 행위자가 자기의 행위를 금지하는 법규의 존재 자체를 인식하지 못하는 법률의 부지뿐만 아니라, 일반적으로 범죄가 되는 경우이지만 자기의 특수한 경우에는 법령에 의하여 허용된 행위로서 죄가 되지 아니한다고 그릇 인식한 경우를 포함한다.",X,
"甲이 A를 살해할 의도를 갖고 A와 비슷한 외모의 B를 A로 오인하여 B에게 총을 발사한 결과 B가 사망에 이른 경우, 구체적 부합설에 따르면 甲에게는 A에 대한 살인미수죄와 B에 대한 과실치사죄의 상상적 경합이 성립한다.",X,
법률 위반 행위 중간에 일시적으로 판례에 따라 그 행위가 처벌대상이 되지 않는 것으로 해석되었던 적이 있었던 경우에는 행위자가 자신의 행위가 처벌되지 않는 것으로 믿은 데에 ｢형법｣ 제16조의 ‘오인에 정당한 이유’가 있다.,X,
"甲이 A가 자신의 아버지임을 알아보지 못하고 A를 살해한 경우, 이와 같은 착오는 존속살해의 고의를 조각하지 못한다.",X,
"관리자에 의해 출입이 통제되는 건조물에 관리자의 현실적인 승낙을 받아 통상적인 출입방법으로 들어간 경우, 승낙의 동기에 착오가 있어 관리자가 행위자의 실제 출입 목적을 알았더라면 출입을 승낙하지 않았을 사정이 있더라도 행위자에게 건조물침입죄가 성립하지 않는다.",O,
‘증거물인 서면’을 조사하기 위해서는 증거서류의 조사방식인 낭독·내용고지 또는 열람의 절차와 증거물의 조사방식인 제시의 절차가 함께 이루어져야 한다.,O,
상해의 증거로 제시된 상해부위를 촬영한 사진은 비진술증거로서 전문법칙이 적용되지 않는다.,O,
"｢형사소송법｣ 제312조 제5항의 적용 대상인 ‘수사과정에서 작성한 진술서’란 수사가 시작된 이후에 수사기관의 관여 아래 수사관서 내에서 작성된 것을 말하므로, 수사관서 이외의 장소에서 수사기관의 요청에 따라 피의자가 작성한 진술서는 수사과정에서 작성한 진술서에 해당하지 않는다.",X,
"검사가 공판기일에 증인으로 신청하여 신문할 사람을 특별한 사정 없이 미리 수사기관에 소환하여 면담하는 절차를 거친 후 그 증인이 법정에서 피고인에게 불리한 내용을 진술한 경우, 검사가 증인신문 전 면담 과정에서 증인에 대한 회유나 압박, 답변 유도나 암시 등으로 증인의 법정진술에 영향을 미치지 않았다는 점이 담보되어야 증인의 법정진술을 신빙할 수 있다.",O,
"임의제출된 정보저장매체에서 압수의 대상이 되는 전자정보의 범위를 넘어서는 전자정보에 대해 수사기관이 영장 없이 압수·수색하여 취득한 증거는 위법수집증거로서 증거능력이 없고, 설령 사후에 압수·수색영장이 발부되었거나 피고인이나 변호인이 이를 증거로 함에 동의하였더라도 그 위법성이 치유되지 않는다.",O,
"수사기관이 피의자를 신문함에 있어서 피의자에게 미리 진술거부권을 고지하지 않은 때에는 그 피의자의 진술은 설령 그 진술의 임의성이 인정되는 경우라도 증거능력이 부정되지만 이는 진술거부권을 고지받지 못한 당해 피의자에 대하여 유죄의 증거로 사용할 수 없다는 의미이므로, 당해 피의자의 공범에 대하여는 유죄의 증거로 사용할 수 있다.",X,
범죄 증거를 수집할 목적으로 피의자의 동의 없이 이루어지는 강제채뇨는 피의자에게 신체적 고통이나 장애를 초래하고 수치심이나 굴욕감을 주며 인간으로서의 존엄과 가치를 침해하는 수사방법이므로 ｢형사소송법｣ 제215조에 따라 판사로부터 압수·수색영장을 적법하게 발부받았더라도 허용되지 않는다.,X,
"수출입물품 통관검사절차에서 이루어지는 물품의 개봉, 시료채취, 성분분석 등의 검사는 수출입물품에 대한 적정한 통관 등을 목적으로 하는 것으로서 세관공무원은 압수·수색영장 없이 이러한 검사를 진행할 수 있지만, 세관공무원이 통관검사를 위하여 직무상 소지하거나 보관하는 물품에 대하여 수사기관이 점유를 취득하기 위해서는 사전 또는 사후에 영장을 받아야만 한다.",X,"수출입물품 통관검사절차에서 이루어지는 물품의 개봉, 시료채취, 성분분석 등의 검사는 수출입물품에 대한 적정한 통관 등을 목적으로 조사를 하는 것으로서 이를 수사기관의 강제처분이라고 할 수 없으므로, 세관공무원은 압수·수색영장 없이 이러한 검사를 진행할 수 있다. 세관공무원이 통관검사를 위하여 직무상 소지하거나 보관하는 물품을 수사기관에 임의로 제출한 경우에는 비록 소유자의 동의를 받지 않았더라도 수사기관이 강제로 점유를 취득하지 않은 이상 해당 물품을 압수하였다고 할 수 없다. 그러나 마약류 불법거래 방지에 관한 특례법 제4조 제1항에 따른 조치의 일환으로 특정한 수출입물품을 개봉하여 검사하고 그 내용물의 점유를 취득한 행위는 위에서 본 수출입물품에 대한 적정한 통관 등을 목적으로 조사를 하는 경우와는 달리, 범죄수사인 압수 또는 수색에 해당하여 사전 또는 사후에 영장을 받아야 한다(2014도8719)."
"피고인이 문서위조를 위해 연습한 흔적이 남아 있는 업무일지는 공익과 사익을 비교형량할 때 피고인의 소송사기를 증명하기 위한 유죄의 증거로 사용할 수 있지만, 만약 그 업무일지가 제3자에 의하여 절취된 것이고 소송사기의 피해자가 대가를 지급하고 이를 취득한 것이라면 유죄의 증거로 사용할 수 없다.",X,
"증인이 자신에 대한 관련 형사판결이 확정되었음에도 정당한 이유 없이 법정증언을 거부하여 피고인이 반대신문을 하지 못하였다면, 설령 피고인이 증인의 증언거부 상황을 초래하였다고 하더라도 ｢형사소송법｣ 제314조의 ‘그 밖에 이에 준하는 사유로 인하여 진술할 수 없는 때’에 해당하지 않아 수사기관에서 그 증인의 진술을 기재한 서류는 증거능력이 없다.",X,
"｢형사소송법｣ 제312조 제1항의 ‘검사가 작성한 피의자신문조서’란 당해 피고인에 대한 피의자신문조서만이 아니라 당해 피고인과 공범관계에 있는 다른 피고인이나 피의자에 대하여 검사가 작성한 피의자신문조서도 포함하는 개념으로서, 이때의 ‘공범’에는 대향범도 포함된다.",O,
조세범칙조사를 담당하는 세무공무원이 피고인이 된 혐의자 또는 참고인에 대하여 심문한 내용을 기재한 조서는 피고인 또는 피고인이 아닌 자가 작성한 진술서나 그 진술을 기재한 서류에 해당하므로 ｢형사소송법｣ 제313조에 따라 증거능력의 존부를 판단하여야 한다.,O,
"보험사기 사건에서 건강보험심사평가원이 수사기관의 의뢰에 따라 그 보내온 자료를 토대로 입원진료의 적정성에 대한 의견을 제시하는 내용의 ‘건강보험심사평가원의 입원진료 적정성 여부 등 검토의뢰에 대한 회신’은 사무 처리 내역을 계속적, 기계적으로 기재한 문서가 아니므로 ｢형사소송법｣ 제315조 제3호의 ‘기타 특히 신용할 만한 정황에 의하여 작성된 문서’에 해당하지 않는다.",O,
전문진술이 기재된 조서는 ｢형사소송법｣ 제312조 또는 제314조의 규정의 요건과 ｢형사소송법｣ 제316조의 규정의 요건을 갖추는 경우 증거능력이 인정된다.,O,
항소심에서 변호인이 피고인을 신문하겠다는 의사를 표시하였음에도 변호인에게 일체의 피고인신문을 허용하지 않은 재판장의 조치는 소송절차의 법령위반으로서 상고이유에 해당한다.,O,
피고인만이 상소한 사건에서 상소심이 원심법원이 인정한 범죄사실의 일부를 무죄로 인정하면서도 피고인에 대하여 원심법원과 동일한 형을 선고하였더라도 불이익변경금지 원칙을 위반한 것은 아니다.,O,
"피고인이 유죄가 인정된 제1심판결에 대하여 항소하지 않거나 양형부당만을 이유로 항소하고 검사는 양형부당만을 이유로 항소하였는데 항소심이 검사의 항소를 받아들여 제1심 판결을 파기하고 그보다 높은 형을 선고한 경우, 피고인은 상고심에서 사실오인이나 법령위반 등 새로운 사유를 상고이유로 내세울 수 없다.",O,
"경합범 중 일부에 대하여 무죄, 일부에 대하여 유죄를 선고한 항소심판결에 대하여 검사만이 무죄 부분에 대하여 상고를 제기한 경우, 상고심에서 이를 파기할 때에는 무죄 부분만을 파기하여야 한다.",O,
"제1심판결에 대하여 피고인은 비약적 상고를, 검사는 항소를 각각 제기하여 이들이 경합한 경우, 피고인의 비약적 상고는 효력을 잃게 되므로, 피고인의 비약적 상고가 항소기간 준수 등 항소로서의 적법요건을 모두 갖추었을 뿐만 아니라 피고인이 항소심에서 제1심판결을 다툴 의사가 있었더라도 피고인의 비약적 상고에 항소로서의 효력을 부여할 수 없다.",X,
피압수자가 수사기관에 압수․수색영장의 집행에 참여하지 않는다는 의사를 명시하였다면 특별한 사정이 있는 경우를 제외하고는 그 변호인에게 압수․수색영장의 집행에 참여할 기회를 별도로 보장하지 않아도 무방하다.,X,
"수사기관이 범죄 혐의사실과 관련 있는 정보를 선별하여 압수한 후에도 그와 관련이 없는 나머지 정보를 삭제·폐기·반환하지 아니한 채 그대로 보관하고 있다면 범죄 혐의사실과 관련이 없는 부분에 대하여는 압수의 대상이 되는 전자정보의 범위를 넘어서는 전자정보를 영장 없이 압수·수색하여 취득한 것이어서 위법하고, 사후에 법원으로부터 압수·수색영장이 발부되었다거나 피고인이나 변호인이 이를 증거로 함에 동의하였다고 하여 그 위법성이 치유된다고 볼 수 없다.",O,
"정보저장매체를 임의제출한 피압수자에 더하여 임의제출자 아닌 피의자에게도 참여권이 보장되어야 하는 ‘피의자의 소유·관리에 속하는 정보저장매체’란, 피의자가 압수·수색 당시 또는 이와 시간적으로 근접한 시기까지 해당 정보저장매체를 현실적으로 지배·관리하면서 그 정보저장매체 내 전자정보 전반에 관한 전속적인 관리처분권을 보유·행사하고, 달리 이를 자신의 의사에 따라 제3자에게 양도하거나 포기하지 아니한 경우로서, 피의자를 그 정보저장매체에 저장된 전자정보에 대하여 실질적인 피압수자로 평가할 수 있는 경우를 말한다.",O,
"실질적인 피압수자에 해당하는지 여부는 압수·수색 당시 외형적·객관적으로 인식가능한 사실상의 상태를 기준으로 판단하여야 하는바, 피의자나 그 밖의 제3자가 과거 그 정보저장매체의 이용 내지 개별 전자정보의 생성·이용 등에 관여한 사실이 있다거나 그 과정에서 생성된 전자정보에 의해 식별되는 정보주체에 해당한다는 사정이 있다면 그들을 실질적으로 압수·수색을 받는 당사자로 취급하여야 한다.",X,
피의자가 휴대전화를 임의제출하면서 휴대전화에 저장된 전자정보가 아닌 클라우드 등 제3자가 관리하는 원격지에 저장되어 있는 전자정보를 수사기관에 제출한다는 의사로 수사기관에게 클라우드 등에 접속하기 위한 아이디와 비밀번호를 임의로 제공하였다면 위 클라우드 등에 저장된 전자정보를 임의제출하는 것으로 볼 수 있다.,O,
"제1심 형사사건에 관하여 지방법원 본원과 지방법원 지원은 소송법상 별개의 법원이자 각각 일정한 토지관할 구역을 나누어 가지는 대등한 관계에 있으므로, 지방법원 본원에 제1심 토지관할이 인정된다고 볼 특별한 사정이 없는 한 지방법원 지원에 제1심 토지관할이 인정된다는 사정만으로 당연히 지방법원 본원에도 제1심 토지관할이 인정된다고 볼 수는 없다.",O,
"단독판사 관할 피고사건의 항소사건이 지방법원 지원 합의부에 계속 중일 때 그 변론종결 시까지 청구된 치료감호사건의 관할법원은 고등법원이고, 피고사건의 관할법원도 치료감호사건의 관할을 따라 고등법원이 되며, 위와 같은 치료감호사건이 지방법원 지원에 청구되어 피고사건 항소심을 담당하는 합의부에 배당된 경우 그 합의부는 치료감호사건과 피고사건을 모두 고등법원에 이송하여야 한다.",O,
"합의부의 관할사건이 공소장변경에 의하여 단독판사 관할사건으로 변경된 경우, 합의부는 그 사건의 실체에 들어가 심판하여야 하고 사건을 단독판사에게 재배당할 수는 없다.",O,
"토지관할은 공소제기 시점에 존재하면 족하며, 관할위반이 있은 경우 관할위반의 판결을 선고한 법원의 공판절차에서 작성된 공판조서·증인신문조서 등은 당해 사건에 대하여 다시 공소가 제기되면 증거로 사용할 수 있다.",O,
"같은 사건이 사물관할이 같은 여러 개의 법원에 계속된 때에는 먼저 공소를 받은 법원이 심판하는 것이 원칙이고, 이 경우 관할의 경합으로 인해 심판을 하지 않게 된 법원은 판결로써 공소기각의 선고를 하여야 한다.",X,"형사소송법 제328조(공소기각의 결정) ①다음 경우에는 결정으로 공소를 기각하여야 한다.
 3. 제12조 또는 제13조의 규정에 의하여 재판할 수 없는 때
 제13조(관할의 경합) 같은 사건이 사물관할이 같은 여러 개의 법원에 계속된 때에는 먼저 공소를 받은 법원이 심판한다. 다만, 각 법원에 공통되는 바로 위의 상급법원은 검사나 피고인의 신청에 의하여 결정으로 뒤에 공소를 받은 법원으로 하여금 심판하게 할 수 있다."
"재정신청이 있으면 재정결정이 확정될 때까지 공소시효의 진행이 정지되고, 법원의 공소제기결정에 의해 공소를 제기한 검사는 공소사실의 동일성이 인정되는 한 공소장변경을 할 수 있으나 공소취소는 할 수 없다.",O,
재정신청은 법원의 결정이 있을 때까지 취소할 수 있으며 그 취소의 효력은 다른 공동신청권자에게 미치지 않는다.,O,
"재정신청 제기기간이 경과한 후에 재정신청보충서를 제출하면서 원래의 재정신청 대상으로 되어 있지 않은 고발사실을 재정신청의 대상으로 추가한 경우, 그 재정신청보충서에서 추가한 부분에 대한 재정신청은 법률상 방식에 어긋난 것으로서 부적법하다.",O,
"재정신청 기각결정이 확정된 사건에 대하여는 다른 중요한 증거를 발견한 경우를 제외하고는 소추할 수 없는바, 이때 ‘재정신청 기각결정이 확정된 사건’이란 재정신청사건을 담당하는 법원에서 공소제기의 가능성과 필요성에 관한 심리와 판단이 현실적으로 이루어져 재정신청 기각결정의 대상이 된 사건만을 의미한다.",O,
"교도소에 있는 고소인이 재정신청 제기기간 내에 재정신청서를 교도소장 또는 그 직무를 대리하는 사람에게 제출하였다면, 비록 그 재정신청서가 위의 기간 안에 불기소처분을 한 검사가 소속한 지방검찰청의 검사장 또는 지청장에게 도달하지 아니하였다 하더라도 적법하게 제출된 것으로 본다.",X,
"경찰서장이 범칙행위에 대하여 통고처분을 한 이상, 통고처분에 따라 범칙금을 납부한 범칙자에 대하여는 형사소추와 형사처벌을 면제받을 기회가 부여되므로 통고처분에서 정한 범칙금 납부기간까지는 원칙적으로 경찰서장은 즉결심판을 청구할 수 없고, 검사도 동일한 범칙행위에 대하여 공소를 제기할 수 없다.",O,
