문제,정답,해설
"추행의 고의로 상대방의 의사에 반하는 유형력을 행사하였으나 추행의 결과에 이르지 못한 때에는 강제추행미수죄가 성립하나, 폭행행위 자체가 추행행위라고 인정되는 이른바 ‘기습추행’의 경우에는 상대방의 의사에 반하는 유형력의 행사가 있으면 추행의 결과에 이르지 못하더라도 강제추행죄의 기수가 성립한다.",X,"추행의 고의로 상대방의 의사에 반하는 유형력의 행사, 즉 폭행행위를 하여 그 실행행위에 착수하였으나 추행의 결과에 이르지 못한 때에는 강제추행미수죄가 성립하며, 이러한 법리는 폭행행위 자체가 추행행위라고 인정되는 이른바 ‘기습추행’의 경우에도 마찬가지로 적용된다(2015도6980,2015모2524)."
"정범과 공범의 구별 기준 가운데 행위자의 외부적 행위태양을 중시하는 견해에 비해 행위자의 내면적 의도를 중시하는 견해를 취하는 경우, 간접정범과 교사범을 구별하기 어렵다.",X,외부적 행위태양을 중시하는 견해에 대한 설명이다.
"甲이 위조한 공문서의 이미지 파일을 그 사정을 모르는 A에게 이메일로 송부하여 프린터로 출력하게 함으로써 공문서위조죄의 간접정범을 범한 경우, 피이용자 A에 대한 위 위조공문서 송부행위도 위조공문서행사죄에 해당한다.",O,"위조문서행사죄에 있어서 행사는 위조된 문서를 진정한 것으로 사용함으로써 문서에 대한 공공의 신용을 해칠 우려가 있는 행위를 말하므로 그 행사의 상대방에는 아무런 제한이 없고, 다만 문서가 위조된 것임을 이미 알고 있는 공범자 등에게 행사하는 경우에는 위조문서행사죄가 성립할 수 없으나, 간접정범을 통한 위조문서행사범행에 있어 도구로 이용된 자라고 하더라고 문서가 위조된 것임을 알지 못하는 자에게 행사한 경우에는 위조문서행사죄가 성립한다(2011도14441)."
초과주관적 구성요건인 목적을 가진 사람이 고의는 있으나 목적이 없는 사람을 도구로 이용한 경우에도 간접정범이 성립할 수 있다.,O,"형법 제34조(간접정범, 특수한 교사, 방조에 대한 형의 가중) ①어느 행위로 인하여 처벌되지 아니하는 자 또는 과실범으로 처벌되는 자를 교사 또는 방조하여 범죄행위의 결과를 발생하게 한 자는 교사 또는 방조의 예에 의하여 처벌한다.
 
 목적범에서의 목적은 범죄 성립을 위한 초과주관적 위법요소로서 고의 외에 별도로 요구되는 것이므로, 행위자가 표현물의 이적성을 인식하고 제5항 소정의 행위를 하였더라도 이적행위를 할 목적이 인정되지 아니하면 그 구성요건은 충족되지 아니하는 것이다(2012도3529)."
"자기에게 유리한 판결을 얻기 위하여 증거를 조작하여 법원에 제출하는 방식으로 법원을 기망하여 승소함으로써 재산상 이익을 취득한 경우, 법원을 피이용자로 한 사기죄의 간접정범이 성립한다.",X,"소송사기는 법원을 속여 자기에게 유리한 판결을 얻음으로써 상대방의 재물 또는 재산상 이익을 취득하는 범죄로서 (중략) 자기에게 유리한 판결을 얻기 위하여 소송상의 주장이 사실과 다름이 객관적으로 명백하거나 증거가 조작되어 있다는 정을 인식하지 못하는 ""제3자를 이용하여 그로 하여금 소송의 당사자가 되게 하고 법원을 기망하여 소송 상대방의 재물 또는 재산상 이익을 취득하려 하였다면"" 간접정범의 형태에 의한 소송사기죄가 성립하게 된다(2006도3591)."
"인신구속에 관한 직무를 행하는 사람이 피해자를 구속하기 위하여 진술조서 등을 허위로 작성한 후 이를 기록에 첨부하여 구속영장을 신청하고, 그 사정을 모르는 검사와 영장전담판사를 기망하여 구속영장을 발부받아 피해자를 구금하였다면 직권남용감금죄의 간접정범이 성립한다.",O,2003도3945
｢형법｣에서 살인미수를 과실치사보다 특별히 무겁게 처벌하도록 한 것은 결과불법 측면보다 행위불법 측면을 중시한 예가 된다.,O,"과실치사(사망)가 살인미수보다 결과불법은 크지만, 살인미수의 행위불법이 크다는 점에 주목하여 이를 더 무겁게 처벌하는 것으로 볼 수 있다."
신뢰의 원칙에 따라 업무상과실범의 성립을 제한하려는 입장에서는 결과불법 측면보다 행위불법 측면이 중시된다.,O,"신뢰의 원칙이 적용되는 경우에도 결과불법의 측면에서는 차이가 없으나, 행위불법의 측면을 중시하여 업무상과실범의 성립을 제한하는 것이다."
｢형법｣에서 범인을 숨겨 주는 행위를 처벌하는 것과 달리 범인 자신이 스스로 숨는 행위를 처벌하지 않도록 한 것은 행위불법 측면보다 결과불법 측면을 중시한 것이다.,X,양자는 결과불법의 측면에서 차이가 없다. 이는 행위불법 측면을 중시한 것이다.
양벌규정에 따른 처벌을 위해 사업자의 관리감독의무 위배를 요구하는 과실책임설에서는 이를 묻지 않는 무과실책임설에 비할 때 결과불법 측면보다 행위불법 측면이 중시된다.,O,과실책임설은 결과불법의 측면에서 차이가 없는 경우에도 사업자의 관리감독의무 준수 여부에 따라 행위불법이 작은 경우에는 처벌하지 않는 입장이다.
오로지 결과불법만을 중시하는 견해는 중지미수를 장애미수보다 가볍게 처벌하도록 한 규정의 근거를 설명하기 어렵다.,O,"중지미수와 장애미수는 둘 다 결과가 발생하지 않았다는 점에서 결과불법의 측면에서 차이가 없으므로, 결과불법만을 중시하는 견해로는 중지미수를 경하게 처벌하도록 한 규정의 근거를 설명하기 어렵다."
"甲이 A로부터 수표를 현금으로 교환해 주면 대가를 주겠다는 제안을 받고, 위 수표가 B가 사기범행을 통해 취득한 범죄수익이라는 사실을 잘 알면서도 교부받아 그 일부를 현금으로 교환한 후 아직 교환하지 못한 수표 및 교환한 현금을 임의로 사용한 경우, 甲에게 횡령죄가 성립한다.",X,"피고인이 갑으로부터 액면금 합계 19억 2,370만 원인 수표들(이하 ‘수표’라고 한다)을 현금으로 교환해 주면 대가를 주겠다는 제안을 받고 수표가 을 등이 불법 금융다단계 유사수신행위에 의한 사기범행을 통해 취득한 범죄수익이거나 이러한 범죄수익에서 유래한 재산(이하 합쳐서 ‘범죄수익 등’이라고 한다)이라는 사실을 잘 알면서도 교부받아 그 일부를 14억 원에서 15억 원가량의 현금으로 교환한 후 병, 정과 공모하여 아직 교환되지 못한 수표 및 교환된 현금을 임의로 사용하여 횡령하였다고 하여 특정경제범죄 가중처벌 등에 관한 법률 위반으로 기소된 사안에서, 피고인이 갑으로부터 수표를 교부받은 원인행위는 이를 현금으로 교환해 주고 대가를 지급받기로 하는 계약으로서, 범죄수익은닉의 규제 및 처벌 등에 관한 법률(이하 ‘범죄수익은닉규제법’이라고 한다) 제3조 제1항 제3호에 의하여 형사처벌되는 행위, 즉 거기에서 정한 범죄수익 등에 해당하는 수표를 현금으로 교환하여 그 특정, 추적 또는 발견을 현저히 곤란하게 하는 은닉행위를 법률행위의 내용 및 목적으로 하는 것이므로 선량한 풍속 기타 사회질서에 위반되고, 범죄수익은닉규제법에 의하여 직접 처벌되는 행위를 내용으로 하는 위 계약은 그 자체로 반사회성이 현저하며, 형벌법규에서 금지하고 있는 자금세탁행위를 목적으로 교부된 범죄수익 등을 특정범죄를 범한 자가 다시 반환받을 수 있도록 한다면, 범죄자로서는 교부의 목적을 달성하지 못하더라도 언제든지 범죄수익을 회수할 수 있게 되어 자금세탁행위가 조장될 수 있으므로, 범죄수익의 은닉이나 가장, 수수 등의 행위를 억지하고자 하는 범죄수익은닉규제법의 입법 목적에도 배치되므로, 결국 피고인이 갑으로부터 범죄수익 등의 은닉범행 등을 위해 교부받은 수표는 불법의 원인으로 급여한 물건에 해당하여 소유권이 피고인에게 귀속되고, 따라서 피고인이 그중 교환하지 못한 수표와 이미 교환한 현금을 임의로 소비하였더라도 횡령죄가 성립하지 않는다고 한 사례(2016도18035)."
"甲이 A와 함께 특정 토지를 매수하여 전매한 후 전매이익금을 정산하기로 약정하고 A가 조달한 돈 등을 합쳐 토지를 매수하고 甲 명의로 소유권이전등기를 하였는데, 甲이 이를 임의로 매도한 후 A에게 전매이익금 반환을 거부한 경우, 甲과 A의 약정이 익명조합과 유사한 무명계약에 해당한다면 甲에게 횡령죄가 성립한다.",X,"조합재산은 조합원의 합유에 속하는 것이므로 조합원 중 한 사람이 조합재산의 처분으로 얻은 대금을 임의로 소비하였다면 횡령죄의 죄책을 면할 수 없고, 이러한 법리는 내부적으로는 조합관계에 있지만 대외적으로는 조합관계가 드러나지 않는 이른바 내적 조합의 경우에도 마찬가지이다. 그러나 이러한 조합 또는 내적 조합과는 달리 익명조합의 경우에는 익명조합원이 영업을 위하여 출자한 금전 기타의 재산은 상대편인 영업자의 재산으로 되는 것이므로 그 영업자는 타인의 재물을 보관하는 자의 지위에 있지 않고 따라서 영업자가 영업이익금 등을 임의로 소비하였다고 하더라도 횡령죄가 성립할 수는 없다(2010도5014)."
"甲이 A로부터 계좌 간 대체 기재 방식으로 예탁주식을 양수받아 A를 위해 보관하던 중 정당한 사유 없이 반환을 거부한 경우, 주식은 횡령죄의 객체가 될 수 없으므로 주권 발행 여부와 상관없이 甲에게 횡령죄가 성립하지 않는다.",X,"상법상 주식은 자본구성의 단위 또는 주주의 지위(주주권)를 의미하고, 주주권을 표창하는 유가증권인 주권과는 구분된다. 주권은 유가증권으로서 재물에 해당되므로 횡령죄의 객체가 될 수 있으나, 자본의 구성단위 또는 주주권을 의미하는 주식은 재물이 아니므로 횡령죄의 객체가 될 수 없다. 따라서 예탁결제원에 예탁되어 계좌 간 대체 기재의 방식에 의하여 양도되는 주권은 유가증권으로서 재물에 해당되므로 횡령죄의 객체가 될 수 있으나, 주권이 발행되지 않은 상태에서 주권불소지 제도, 일괄예탁 제도 등에 근거하여 예탁결제원에 예탁된 것으로 취급되어 계좌 간 대체 기재의 방식에 의하여 양도되는 주식은 재물이 아니므로 횡령죄의 객체가 될 수 없다(2020도2884)."
"甲과 A는 의료기관을 개설할 자격이 없음에도 요양병원을 설립·운영하기로 약정하고, 甲이 A로부터 요양병원 설립에 필요한 자금을 출자받아 보관하던 중 이를 개인채무 변제에 사용한 경우, 甲에게 횡령죄가 성립하지 않는다.",O,"이 사건 금원은 의료기관을 개설할 자격이 없는 자(이하 '무자격자'라 한다)의 의료기관 개설 · 운영이라는 범죄의 실현을 위해 교부되었으므로, 해당 금원에 관하여 피고인과 피해자 사이에 횡령죄로 보호할 만한 신임에 의한 위탁관계는 인정되지 않는다. 무자격자가 의료법 제33조 제2항을 위반하여 의료기관을 개설하거나 운영하는 행위는 의료법 제87조에 따라 10년 이하의 징역이나 1억 원 이하의 벌금으로 처벌되는 범죄행위이다. (중략)
 그런데도 원심은 피고인에게 타인의 재물을 보관하는 자의 지위가 인정된다고 보아 위 공소사실을 유죄로 판단하였다. 원심판결에는 횡령죄에서 '타인의 재물을 보관하는 자'의 의미에 관한 법리를 오해하여 판결에 영향을 미친 잘못이 있다(2017도21286)."
"甲과 A는 명의신탁 약정을 하였고, 그 약정에 따라 토지매도인 B로부터 토지매수인 A가 아닌 甲 명의로 소유권이전등기를 마쳤는데, 그 후 甲이 위 토지를 임의로 처분한 경우, 甲에게 횡령죄가 성립하지 않는다.",O,"부동산을 매수한 명의신탁자가 자신의 명의로 소유권이전등기를 하지 아니하고 명의수탁자와 맺은 명의신탁약정에 따라 매도인으로부터 바로 명의수탁자에게 중간생략의 소유권이전등기를 마친 경우, 부동산 실권리자명의 등기에 관한 법률(이하 ‘부동산실명법’이라 한다) 제4조 제2항 본문에 의하여 명의수탁자 명의의 소유권이전등기는 무효이고, 신탁부동산의 소유권은 매도인이 그대로 보유하게 된다. 따라서 명의신탁자로서는 매도인에 대한 소유권이전등기청구권을 가질 뿐 신탁부동산의 소유권을 가지지 아니하고, 명의수탁자 역시 명의신탁자에 대하여 직접 신탁부동산의 소유권을 이전할 의무를 부담하지는 아니하므로, 신탁부동산의 소유자도 아닌 명의신탁자에 대한 관계에서 명의수탁자가 횡령죄에서 말하는 ‘타인의 재물을 보관하는 자’의 지위에 있다고 볼 수는 없다(2014도6992)."
"위법성조각사유의 근거원리를 ‘이익형량’과 ‘이익흠결’로 나누는 견해에 따르면, 긴급피난은 이익형량에, 피해자의 승낙은 이익흠결에 근거한 것으로 볼 수 있다.",O,"위 견해에 따르면 긴급피난은 위난을 피하기 위해 타인의 법익을 침해하더라도, 침해되는 법익보다 보호되는 법익이 우월한 경우 위법성이 조각된다는 '이익형량'에, 피해자의 승낙은 피해자가 자신의 법익에 대한 침해를 허락한 경우, 국가가 보호해야 할 법익이 부재하므로 위법성이 조각된다는 '이익흠결'에 근거한다."
사문서위조는 사회적 법익 침해행위이므로 피해자인 명의자의 묵시적·추정적 승낙이 있더라도 사문서위조죄가 성립한다.,X,"사문서의 위·변조죄는 작성권한 없는 자가 타인 명의를 모용하여 문서를 작성하는 것을 말하는 것이므로 사문서를 작성·수정함에 있어 그 명의자의 명시적이거나 묵시적인 승낙이 있었다면 사문서의 위·변조죄에 해당하지 않고, 한편 행위 당시 명의자의 현실적인 승낙은 없었지만 행위 당시의 모든 객관적 사정을 종합하여 명의자가 행위 당시 그 사실을 알았다면 당연히 승낙했을 것이라고 추정되는 경우 역시 사문서의 위·변조죄가 성립하지 않는다고 할 것이나(2007도9987)..."
"甲이 A와 B가 공동거주하는 주거에 현재하는 B의 현실적인 승낙만 받고 통상적인 방식으로 들어간 것이라면, 부재중인 A의 추정적 의사에 반하더라도 주거침입죄가 성립하지 않는다.",O,"외부인이 공동거주자의 일부가 부재중에 주거 내에 현재하는 거주자의 현실적인 승낙을 받아 통상적인 출입방법에 따라 공동주거에 들어간 경우라면 그것이 부재중인 다른 거주자의 추정적 의사에 반하는 경우에도 주거침입죄가 성립하지 않는다고 보아야 한다. 구체적인 이유는 다음과 같다.
 (중략) 공동주거의 경우에는 여러 사람이 하나의 생활공간에서 거주하는 성질에 비추어 공동거주자 각자는 다른 거주자와의 관계로 인하여 주거에서 누리는 사실상 주거의 평온이라는 법익이 일정 부분 제약될 수밖에 없고, 공동거주자는 공동주거관계를 형성하면서 이러한 사정을 서로 용인하였다고 보아야 한다.
 (중략) 앞서 보호법익에서 살펴본 바와 같이 외부인이 공동거주자 중 주거 내에 현재하는 거주자로부터 현실적인 승낙을 받아 통상적인 출입방법에 따라 주거에 들어간 경우라면, 특별한 사정이 없는 한 사실상의 평온상태를 해치는 행위태양으로 주거에 들어간 것이라고 볼 수 없으므로 주거침입죄에서 규정하고 있는 침입행위에 해당하지 않는다(2020도12630)."
"｢형법｣ 제24조의 규정에 의하여 위법성을 조각하는 피해자의 승낙은 법률상 이를 처분할 수 있는 사람의 승낙이어야 하고, 그 승낙이 윤리적·도덕적으로 사회상규에 반하는 것이 아니어야 한다.",O,2008도9606
20세인 甲이 15세인 乙의 승낙을 받아 성관계를 하였다고 하더라도 가벌성이 있다.,O,"형법 제305조(미성년자에 대한 간음, 추행) ① 13세 미만의 사람에 대하여 간음 또는 추행을 한 자는 제297조, 제297조의2, 제298조, 제301조 또는 제301조의2의 예에 의한다.
 ② 13세 이상 16세 미만의 사람에 대하여 간음 또는 추행을 한 19세 이상의 자는 제297조, 제297조의2, 제298조, 제301조 또는 제301조의2의 예에 의한다."
명예훼손죄의 전파가능성 이론은 ｢정보통신망 이용촉진 및 정보보호 등에 관한 법률｣상 정보통신망을 이용한 명예훼손죄의 공연성 판단에도 마찬가지로 적용된다.,O,"대법원은 명예훼손죄의 공연성에 관하여 개별적으로 소수의 사람에게 사실을 적시하였더라도 그 상대방이 불특정 또는 다수인에게 적시된 사실을 전파할 가능성이 있는 때에는 공연성이 인정된다고 일관되게 판시하여, 이른바 전파가능성 이론은 공연성에 관한 확립된 법리로 정착되었다. (중략)
 이러한 법리는 정보통신망법상 정보통신망을 이용한 명예훼손이나 공직선거법상 후보자비방죄 등의 공연성 판단에도 동일하게 적용되어, 적시한 사실이 허위인지 여부나 특별법상 명예훼손 행위인지 여부에 관계없이 명예훼손 범죄의 공연성에 관한 대법원 판례의 기본적 법리로 적용되어 왔다(2020도5813)."
"허위사실 적시에 의한 명예훼손죄는 미필적 고의에 의하여도 성립하고, 이와 같은 법리는 사자명예훼손죄의 허위성 인식에 관한 판단에도 마찬가지로 적용된다.",O,2013도12430
"명예훼손죄에서 사실의 적시는 간접적이고 우회적인 표현에 의하더라도, 그 표현의 전체 취지에 비추어 그와 같은 사실의 존재를 암시함으로써 특정인의 사회적 가치 내지 평가가 침해될 가능성이 있을 정도의 구체성이 있으면 족하다.",O,91도420
"정보통신망을 이용한 명예훼손죄의 경우에 게시물 게재 행위의 종료만으로 범죄행위가 종료하는 것이 아니므로, 그 게시물이 삭제되어 정보의 송수신이 불가능해지는 시점을 범죄의 종료 시기로 보아서 이때부터 공소시효를 기산하여야 한다.",X,"서적·신문 등 기존의 매체에 명예훼손적 내용의 글을 게시하는 경우에 그 게시행위로써 명예훼손의 범행은 종료하는 것이며 그 서적이나 신문을 회수하지 않는 동안 범행이 계속된다고 보지는 않는다는 점을 고려해 보면, 정보통신망을 이용한 명예훼손의 경우에, 게시행위 후에도 독자의 접근가능성이 기존의 매체에 비하여 좀 더 높다고 볼 여지가 있다 하더라도 그러한 정도의 차이만으로 정보통신망을 이용한 명예훼손의 경우에 범죄의 종료시기가 달라진다고 볼 수는 없다(2006도346)."
"합성사진 등 시각적 수단만을 사용하여 모욕한 경우, 피해자가 입는 피해나 범행의 가벌성 정도는 언어적 수단을 사용한 경우와 비교하여 차이가 있기 때문에 모욕죄가 성립할 수 없다.",X,"모욕의 수단과 방법에는 제한이 없으므로 언어적 수단이 아닌 비언어적 · 시각적 수단만을 사용하여 표현을 하더라도 그것이 사람의 사회적 평가를 저하시킬 만한 추상적 판단이나 경멸적 감정을 전달하는 것이라면 모욕죄가 성립한다. 최근 영상 편집 · 합성 기술이 발전함에 따라 합성 사진 등을 이용한 모욕 범행의 가능성이 높아지고 있고, 시각적 수단만을 사용한 모욕이라 하더라도 그 행위로 인하여 피해자가 입는 피해나 범행의 가벌성 정도는 언어적 수단을 사용한 경우와 비교하여 차이가 없다(2022도4719)."
"<매도인 甲과 매수인 乙 명의로 “甲이 乙에게 서울 △△구 ○○동 소재 주택을 5억 원에 매도한다.”라는 내용의 2025. 5. 1.자 부동산 매매계약서가 공인중개사 丙의 사무실에서 작성되었다.>
 乙이 행사할 목적으로 甲의 허락 없이 위 계약서를 작성하면서 임의로 甲의 인장을 만들어 찍었다면, 사인위조죄 및 사문서위조죄가 성립하고, 그 두 죄는 실체적 경합범 관계에 있다.",X,행사의 목적으로 타인의 인장을 위조하고 그 위조한 인장을 사용하여 권리의무 또는 사실증명에 관한 타인의 사문서를 위조한 경우에는 인장위조죄는 사문서위조죄에 흡수되고 따로 인장위조죄가 성립하는 것은 아니라고함은 소론과 같으나(78도1787)...
"<매도인 甲과 매수인 乙 명의로 “甲이 乙에게 서울 △△구 ○○동 소재 주택을 5억 원에 매도한다.”라는 내용의 2025. 5. 1.자 부동산 매매계약서가 공인중개사 丙의 사무실에서 작성되었다.>
 乙이 행사할 목적으로 甲의 허락 없이 위 계약서를 작성하였더라도 甲이 계약서 작성 이전인 2025. 1. 1. 사망하였다면, 사문서위조죄가 성립하지 않는다.",X,"문서위조죄는 문서의 진정에 대한 공공의 신용을 그 보호법익으로 하는 것이므로 행사할 목적으로 작성된 사문서가 일반인으로 하여금 당해 명의인의 권한 내에서 작성된 문서라고 믿게 할 수 있는 정도의 형식과 외관을 갖추고 있으면 사문서위조죄가 성립하는 것이고, 위와 같은 요건을 구비한 이상 그 명의인이 문서의 작성일자 전에 이미 사망하였하더라도 그러한 문서 역시 공공의 신용을 해할 위험성이 있으므로 사문서위조죄가 성립한다(2011도6223)."
"<매도인 甲과 매수인 乙 명의로 “甲이 乙에게 서울 △△구 ○○동 소재 주택을 5억 원에 매도한다.”라는 내용의 2025. 5. 1.자 부동산 매매계약서가 공인중개사 丙의 사무실에서 작성되었다.>
 乙이 행사할 목적으로 甲의 허락 없이 위 계약서를 작성하고 2025. 10. 1. 법원에 甲을 피고로 하여 부동산인도청구소송을 제기하였다면, 甲이 2025. 1. 1. 사망하였더라도 사기죄가 성립한다.",X,"소송사기에 있어서 피기망자인 법원의 재판은 피해자의 처분행위에 갈음하는 내용과 효력이 있는 것이어야 하고, 그렇지 아니하는 경우에는 착오에 의한 재물의 교부행위가 있다고 할 수 없어서 사기죄는 성립되지 아니한다고 할 것이므로, 피고인의 제소가 사망한 자를 상대로 한 것이라면 이와 같은 사망한 자에 대한 판결은 그 내용에 따른 효력이 생기지 아니하여 상속인에게 그 효력이 미치지 아니하고 따라서 사기죄를 구성한다고는 할 수 없다(2000도1881)."
"<매도인 甲과 매수인 乙 명의로 “甲이 乙에게 서울 △△구 ○○동 소재 주택을 5억 원에 매도한다.”라는 내용의 2025. 5. 1.자 부동산 매매계약서가 공인중개사 丙의 사무실에서 작성되었다.>
 丙이 乙로부터 부동산 매매계약체결에 관한 포괄적 권한을 위임받아 위 계약서를 작성하였으나, 실제 매수가격이 4억 9,000만 원이라면 丙에게는 위 계약서를 작성할 적법한 권한이 없으므로 乙에 대한 사문서위조죄가 성립한다.",X,매수인으로부터 매도인과의 토지매매계약체결에 관하여 포괄적 권한을 위임받은 자는 위임자 명의로 토지매매계약서를 작성할 적법한 권한이 있다 할 것이므로 매수인으로부터 그 권한을 위임받은 피고인이 실제 매수가격 보다 높은 가격을 매매대금으로 기재하여 매수인 명의의 매매계약서를 작성하였다 하여도 그것은 작성권한 있는 자가 허위내용의 문서를 작성한 것일 뿐 사문서위조죄가 성립될 수는 없다(84도1146).
"<매도인 甲과 매수인 乙 명의로 “甲이 乙에게 서울 △△구 ○○동 소재 주택을 5억 원에 매도한다.”라는 내용의 2025. 5. 1.자 부동산 매매계약서가 공인중개사 丙의 사무실에서 작성되었다.>
 丙이 행사할 목적으로 甲, 乙의 허락 없이 위 계약서를 작성하였다면 甲, 乙에 대한 각 사문서위조죄가 성립하고, 위 각 죄는 상상적 경합범 관계에 있다.",O,문서에 2인 이상의 작성명의인이 있을 때에는 각 명의자마다 1개의 문서가 성립되므로 2인이상의 연명으로 된 문서를 위조한 때에는 작성명의인의 수대로 수개의 문서위조죄가 성립하고 그 연명문서를 위조하는 행위는 자연적 관찰이나 사회통념상 하나의 행위라 할 것이므로 위 수개의 문서위조죄는 형법 제40조가 규정하는 상상적경합범에 해당한다고 볼 것이다(87도564).
"의료인이 아니거나 의료법인이 아닌 자가 의료기관을 운영하는 행위는 업무방해죄의 보호대상이 되지 않지만, 무자격자가 개설한 의료기관에 고용된 의료인이 환자를 진료하는 행위는 업무방해죄의 보호대상이 될 수 있다.",O,"의료인이나 의료법인이 아닌 자가 의료기관을 개설하여 운영하는 행위는 업무방해죄의 보호대상이 되는 업무에 해당하지 않는다. 그러나 무자격자에 의해 개설된 의료기관에 고용된 의료인이 환자를 진료한다고 하여 그 진료행위 또한 당연히 반사회성을 띠는 행위라고 볼 수는 없다. 이때 의료인의 진료 업무가 업무방해죄의 보호대상이 되는 업무인지는 의료기관의 개설·운영 형태, 해당 의료기관에서 이루어지는 진료의 내용과 방식, 피고인의 행위로 인하여 방해되는 업무의 내용 등 사정을 종합적으로 고려하여 판단해야 한다(2021도16482)."
"공무의 성질상 그 집행을 방해하는 자를 배제할 수 있는 강제력을 가지지 않은 공무원에 대하여 폭행·협박에 이르지 않는 위력으로써 공무방해를 한 경우, 일반 개인에 대한 업무방해행위와 차이가 없으므로 업무방해죄가 성립한다.",X,"형법상 업무방해죄의 보호법익은 업무를 통한 사람의 사회적·경제적 활동을 보호하려는 데 있으므로, 그 보호대상이 되는 ‘업무’란 직업 또는 계속적으로 종사하는 사무나 사업을 말하고, 여기서 ‘사무’ 또는 ‘사업’은 단순히 경제적 활동만을 의미하는 것이 아니라 널리 사람이 그 사회생활상의 지위에서 계속적으로 행하는 일체의 사회적 활동을 의미한다. 한편, 형법상 업무방해죄와 별도로 규정한 공무집행방해죄에서 ‘직무의 집행’이란 널리 공무원이 직무상 취급할 수 있는 사무를 행하는 것을 의미하는데, 이 죄의 보호법익이 공무원에 의하여 구체적으로 행하여지는 국가 또는 공공기관의 기능을 보호하고자 하는 데 있는 점을 감안할 때, 공무원의 직무집행이 적법한 경우에 한하여 공무집행방해죄가 성립하고, 여기에서 적법한 공무집행이란 그 행위가 공무원의 추상적 권한에 속할 뿐 아니라 구체적 직무집행에 관한 법률상 요건과 방식을 갖춘 경우를 가리키는 것으로 보아야 한다. 이와 같이 업무방해죄와 공무집행방해죄는 그 보호법익과 보호대상이 상이할 뿐만 아니라 업무방해죄의 행위유형에 비하여 공무집행방해죄의 행위유형은 보다 제한되어 있다. 즉 공무집행방해죄는 폭행, 협박에 이른 경우를 구성요건으로 삼고 있을 뿐 이에 이르지 아니하는 위력 등에 의한 경우는 그 구성요건의 대상으로 삼고 있지 않다. 또한, 형법은 공무집행방해죄 외에도 여러 가지 유형의 공무방해행위를 처벌하는 규정을 개별적·구체적으로 마련하여 두고 있으므로, 이러한 처벌조항 이외에 공무의 집행을 업무방해죄에 의하여 보호받도록 하여야 할 현실적 필요가 적다는 측면도 있다. 그러므로 형법이 업무방해죄와는 별도로 공무집행방해죄를 규정하고 있는 것은 사적 업무와 공무를 구별하여 공무에 관해서는 공무원에 대한 폭행, 협박 또는 위계의 방법으로 그 집행을 방해하는 경우에 한하여 처벌하겠다는 취지라고 보아야 한다. 따라서 공무원이 직무상 수행하는 공무를 방해하는 행위에 대해서는 업무방해죄로 의율할 수는 없다고 해석함이 상당하다(2009도4166)."
"업무방해죄의 업무방해는 널리 그 경영을 저해하는 경우에도 성립하는데, 업무로서 행해져 온 회사의 경영행위에는 그 목적 사업의 직접적인 수행뿐만 아니라 그 확장, 축소, 전환, 폐지 등의 행위도 정당한 경영권 행사의 일환으로서 이에 포함된다.",O,2004도8701
"컴퓨터에 정보를 입력하는 행위가 그 정보를 바탕으로 업무를 담당하는 甲의 오인, 착각 또는 부지를 일으킬 목적으로 행해진 경우라도, 그 행위가 甲을 직접적인 대상으로 한 것이 아니라면 위계에 의한 업무방해죄가 성립하지 않는다.",X,"위계에 의한 업무방해죄에서 ‘위계’란 행위자가 행위목적을 달성하기 위하여 상대방에게 오인, 착각 또는 부지를 일으키게 하여 이를 이용하는 것을 말하고, 업무방해죄의 성립에는 업무방해의 결과가 실제로 발생함을 요하지 않고 업무방해의 결과를 초래할 위험이 발생하면 족하며, 업무수행 자체가 아니라 업무의 적정성 내지 공정성이 방해된 경우에도 업무방해죄가 성립한다. 나아가 컴퓨터 등 정보처리장치에 정보를 입력하는 등의 행위가 그 입력된 정보 등을 바탕으로 업무를 담당하는 사람의 오인, 착각 또는 부지를 일으킬 목적으로 행해진 경우에는 그 행위가 업무를 담당하는 사람을 직접적인 대상으로 이루어진 것이 아니라고 하여 위계가 아니라고 할 수는 없다(2013도5117)."
"甲이 A를 폭행하여 A의 업무를 방해한 경우, 그 폭행행위가 이른바 ‘불가벌적 수반행위’에 해당하여 업무방해죄에 대하여 흡수관계에 있다고 볼 수는 없다.",O,"업무방해죄와 폭행죄는 구성요건과 보호법익을 달리하고 있고, 업무방해죄의 성립에 일반적·전형적으로 사람에 대한 폭행행위를 수반하는 것은 아니며, 폭행행위가 업무방해죄에 비하여 별도로 고려되지 않을 만큼 경미한 것이라고 할 수도 없으므로, 설령 피해자에 대한 폭행행위가 동일한 피해자에 대한 업무방해죄의 수단이 되었다고 하더라도 그러한 폭행행위가 이른바 ‘불가벌적 수반행위’에 해당하여 업무방해죄에 대하여 흡수관계에 있다고 볼 수는 없다(2012도1895)."
