문제,정답,해설
"<(가) 乙은 2024. 2.경 甲에게 “2024. 4.경 권총을 이용하여 편의점을 털자.”라는 제안을 하였고, 甲은 이에 동의하였다. 乙은 범행대상을 X 편의점으로 정하고 구체적인 범행계획을 세우고 권총을 구하여 甲에게 전달해 주었다. 그러나 2024. 3. 초경 乙은 다른 범죄혐의로 체포･수감되었다. 甲은 혼자서라도 범행을 수행하기로 마음먹고 2024. 4. 20. 오전 10시경 乙이 구해준 권총을 점퍼 속에 숨긴 채 손님인 것처럼 X 편의점에 들어갔다가 후회하는 마음이 들어서 그대로 돌아 나왔다. 
 (나) 그 후 2024. 5. 오전 11시경 甲은 편의점 물건을 훔치기로 마음먹고 범행이 발각될 경우를 대비하여 등산용 칼을 옷 속에 숨긴 채 Y 편의점으로 들어가자마자 편의점 안에 경찰관이 있는 것을 보고 그대로 돌아 나왔다.>
 (가)에서 甲은 특수강도의 중지미수로 처벌된다.",X,"중지범은 범죄의 실행에 착수한 후 자의로 그 행위를 중지한 때를 말하는 것이고, 실행의 착수가 있기 전인 예비음모의 행위를 처벌하는 경우에 있어서는 중지범의 관념은 이를 인정할 수 없다(91도436)."
"<(가) 乙은 2024. 2.경 甲에게 “2024. 4.경 권총을 이용하여 편의점을 털자.”라는 제안을 하였고, 甲은 이에 동의하였다. 乙은 범행대상을 X 편의점으로 정하고 구체적인 범행계획을 세우고 권총을 구하여 甲에게 전달해 주었다. 그러나 2024. 3. 초경 乙은 다른 범죄혐의로 체포･수감되었다. 甲은 혼자서라도 범행을 수행하기로 마음먹고 2024. 4. 20. 오전 10시경 乙이 구해준 권총을 점퍼 속에 숨긴 채 손님인 것처럼 X 편의점에 들어갔다가 후회하는 마음이 들어서 그대로 돌아 나왔다. 
 (나) 그 후 2024. 5. 오전 11시경 甲은 편의점 물건을 훔치기로 마음먹고 범행이 발각될 경우를 대비하여 등산용 칼을 옷 속에 숨긴 채 Y 편의점으로 들어가자마자 편의점 안에 경찰관이 있는 것을 보고 그대로 돌아 나왔다.>
 (나)에서 甲은 강도예비･음모죄로 처벌된다.",X,강도예비·음모죄가 성립하기 위해서는 예비·음모 행위자에게 미필적으로라도 ‘강도’를 할 목적이 있음이 인정되어야 하고 그에 이르지 않고 단순히 ‘준강도’할 목적이 있음에 그치는 경우에는 강도예비·음모죄로 처벌할 수 없다(2004도6432).
"<(가) 乙은 2024. 2.경 甲에게 “2024. 4.경 권총을 이용하여 편의점을 털자.”라는 제안을 하였고, 甲은 이에 동의하였다. 乙은 범행대상을 X 편의점으로 정하고 구체적인 범행계획을 세우고 권총을 구하여 甲에게 전달해 주었다. 그러나 2024. 3. 초경 乙은 다른 범죄혐의로 체포･수감되었다. 甲은 혼자서라도 범행을 수행하기로 마음먹고 2024. 4. 20. 오전 10시경 乙이 구해준 권총을 점퍼 속에 숨긴 채 손님인 것처럼 X 편의점에 들어갔다가 후회하는 마음이 들어서 그대로 돌아 나왔다. 
 (나) 그 후 2024. 5. 오전 11시경 甲은 편의점 물건을 훔치기로 마음먹고 범행이 발각될 경우를 대비하여 등산용 칼을 옷 속에 숨긴 채 Y 편의점으로 들어가자마자 편의점 안에 경찰관이 있는 것을 보고 그대로 돌아 나왔다.>
 (나)에서 만약 甲이 편의점을 나오는데 이를 수상히 여긴 경찰관이 불러 세워 신분증을 요구하자 폭행하고 도주한 경우, 준강도미수로 처벌된다.",X,"절도죄의 실행의 착수시기는 재물에 대한 타인의 사실상의 지배를 침해하는 데에 밀접한 행위를 개시한 때라고 보아야 하므로, 야간이 아닌 주간에 절도의 목적으로 타인의 주거에 침입하였다고 하여도 아직 절취할 물건의 물색행위를 시작하기 전이라면 주거침입죄만 성립할뿐 절도죄의 실행에 착수한 것으로 볼 수 없는 것이어서 절도미수죄는 성립하지 않는다(92도1650).
 甲에게 절도죄의 실행의 착수가 인정되지 않으므로, 이후 경찰관을 폭행하고 도주하여도 준강도미수로 처벌되지 않는다."
"직권남용권리행사방해죄는 공무원이 그 일반적 직무권한에 속하는 사항에 관하여 직권의 행사에 가탁하여 실질적, 구체적으로 위법･부당한 행위를 한 경우에 성립하며, 그 일반적 직무권한은 법률상의 강제력을 수반하여야 한다.",X,"직권남용죄는 공무원이 그 일반적 직무권한에 속하는 사항에 관하여 직권의 행사에 가탁하여 실질적, 구체적으로 위법·부당한 행위를 한 경우에 성립하고, 그 일반적 직무권한은 반드시 법률상의 강제력을 수반하는 것임을 요하지 아니하며, 그것이 남용될 경우 직권행사의 상대방으로 하여금 법률상 의무 없는 일을 하게 하거나 정당한 권리행사를 방해하기에 충분한 것이면 된다(2002도6251)."
"‘권리행사를 방해’하는 것에 해당하려면 구체화된 권리의 현실적인 행사가 방해된 경우라야 할 것이므로, 공무원의 직권남용행위가 있었다 할지라도 현실적인 권리행사의 방해라는 결과가 발생하지 아니한 경우에는 본죄의 미수범으로 처벌한다.",X,"형법 제123조가 규정하는 직권남용권리행사방해죄에서 권리행사를 방해한다 함은 법령상 행사할 수 있는 권리의 정당한 행사를 방해하는 것을 말한다고 할 것이므로 이에 해당하려면 구체화된 권리의 현실적인 행사가 방해된 경우라야 할 것이고, 또한 공무원의 직권남용행위가 있었다 할지라도 현실적으로 권리행사의 방해라는 결과가 발생하지 아니하였다면 본죄의 기수를 인정할 수 없다(2003도4599).
 형법 제123조 직권남용권리행사방해죄는 미수범 처벌 규정이 없다."
"공무원 또는 법령에 따라 일정한 공적 임무를 부여받고 있는 공공기관 등의 임직원이 직권남용의 상대방이라면 법령에 따라 임무를 수행하는 지위에 있으므로, 그가 직권에 대응하여 어떠한 일을 한 것이 의무 없는 일인지 여부는 관계 법령 등의 내용에 따라 개별적으로 판단하여야 하고, 사인은 직권남용의 상대방이 될 수 없다.",X,직권남용 행위의 상대방이 일반 사인인 경우 특별한 사정이 없는 한 직권에 대응하여 따라야 할 의무가 없으므로 그에게 어떠한 행위를 하게 하였다면 ‘의무 없는 일을 하게 한 때’에 해당할 수 있다(2020도18296).
"인신구속에 관한 직무를 집행하는 사법경찰관이 체포 당시 상황을 고려하여 경험칙에 비추어 현저하게 합리성을 잃지 않은 채 판단하면 체포 요건이 충족되지 아니함을 충분히 알 수 있었는데도, 자신의 재량 범위를 벗어난다는 사실을 인식하고 그 결과를 용인한 채 사람을 체포하여 권리행사를 방해하였다면, 직권남용체포죄와 직권남용권리행사방해죄가 성립한다.",O,"현행범인 체포의 요건을 갖추었는지에 관한 검사나 사법경찰관 등의 판단에는 상당한 재량의 여지가 있으나, 체포 당시 상황으로 보아도 요건 충족 여부에 관한 검사나 사법경찰관 등의 판단이 경험칙에 비추어 현저히 합리성을 잃은 경우 그 체포는 위법하다. 그리고 범죄의 고의는 확정적 고의뿐만 아니라 결과 발생에 대한 인식이 있고 이를 용인하는 의사인 이른바 미필적 고의도 포함하므로, 피고인이 인신구속에 관한 직무를 집행하는 사법경찰관으로서 체포 당시 상황을 고려하여 경험칙에 비추어 현저하게 합리성을 잃지 않은 채 판단하면 체포 요건이 충족되지 아니함을 충분히 알 수 있었는데도, 자신의 재량 범위를 벗어난다는 사실을 인식하고 그와 같은 결과를 용인한 채 사람을 체포하여 권리행사를 방해하였다면, 직권남용체포죄와 직권남용권리행사방해죄가 성립한다(2013도16162)."
"상급 경찰관이 직권을 남용하여 부하 경찰관의 수사를 중단시키거나 사건을 다른 경찰관서로 이첩하게 한 경우, 부하 경찰관의 수사권 행사를 방해한 것에 해당함과 아울러 부하 경찰관으로 하여금 수사를 중단하거나 사건을 이첩할 의무가 없음에도 불구하고 이를 하게 한 것에도 해당하므로, ‘권리행사를 방해함으로 인한 직권남용권리행사방해죄’와 ‘의무 없는 일을 하게 함으로 인한 직권남용권리행사방해죄’가 별개로 성립한다.",X,"상급 경찰관이 직권을 남용하여 부하 경찰관들의 수사를 중단시키거나 사건을 다른 경찰관서로 이첩하게 한 경우, 일단 ‘부하 경찰관들의 수사권 행사를 방해한 것’에 해당함과 아울러 ‘부하 경찰관들로 하여금 수사를 중단하거나 사건을 다른 경찰관서로 이첩할 의무가 없음에도 불구하고 수사를 중단하게 하거나 사건을 이첩하게 한 것’에도 해당된다고 볼 여지가 있다. 그러나 이는 어디까지나 하나의 사실을 각기 다른 측면에서 해석한 것에 불과한 것으로서, ‘권리행사를 방해함으로 인한 직권남용권리행사방해죄’와 ‘의무 없는 일을 하게 함으로 인한 직권남용권리행사방해죄’가 별개로 성립하는 것이라고 할 수는 없다. 따라서 위 두 가지 행위 태양에 모두 해당하는 것으로 기소된 경우, ‘권리행사를 방해함으로 인한 직권남용권리행사방해죄’만 성립하고 ‘의무 없는 일을 하게 함으로 인한 직권남용권리행사방해죄’는 따로 성립하지 아니하는 것으로 봄이 상당하다(2008도7312)."
"<｢형법｣ 제33조의 해석에 관하여 견해(1)과 견해(2)가 존재한다. 아래 사례는 견해(1)에 합치하는가?
 (1) 본문은 진정신분범, 단서는 부진정신분범에 대하여 적용된다.
 (2) 본문은 진정신분범과 부진정신분범의 성립에 관한 규정이지만, 단서는 부진정신분범의 과형에 관한 규정이다.>
 공무원 아닌 甲이 공무원 乙을 교사하여 수뢰죄를 범하게 한 경우, 乙은 수뢰죄, 甲은 수뢰죄의 교사범이 성립하고 각자 그 형으로 처벌된다.",O,
"<｢형법｣ 제33조의 해석에 관하여 견해(1)과 견해(2)가 존재한다. 아래 사례는 견해(1)에 합치하는가?
 (1) 본문은 진정신분범, 단서는 부진정신분범에 대하여 적용된다.
 (2) 본문은 진정신분범과 부진정신분범의 성립에 관한 규정이지만, 단서는 부진정신분범의 과형에 관한 규정이다.>
 부인 甲이 그의 아들 乙과 공동하여 남편을 살해한 경우, 甲과 乙은 존속살해죄가 성립하고 乙은 존속살해죄, 甲은 보통살인죄의 형으로 처벌된다.",X,
"<｢형법｣ 제33조의 해석에 관하여 견해(1)과 견해(2)가 존재한다. 아래 사례는 견해(1)에 합치하는가?
 (1) 본문은 진정신분범, 단서는 부진정신분범에 대하여 적용된다.
 (2) 본문은 진정신분범과 부진정신분범의 성립에 관한 규정이지만, 단서는 부진정신분범의 과형에 관한 규정이다.>
 도박의 습벽이 없는 甲이 상습도박자 乙을 교사하여 도박하게 한 경우, 乙은 상습도박죄, 甲은 단순도박죄의 교사범이 성립하고 각자 그 형으로 처벌된다.",O,
"<｢형법｣ 제33조의 해석에 관하여 견해(1)과 견해(2)가 존재한다. 아래 사례는 견해(1)에 합치하는가?
 (1) 본문은 진정신분범, 단서는 부진정신분범에 대하여 적용된다.
 (2) 본문은 진정신분범과 부진정신분범의 성립에 관한 규정이지만, 단서는 부진정신분범의 과형에 관한 규정이다.>
 업무자 아닌 A의 사무처리자 甲이 업무자라는 신분을 가진 A의 사무처리자 乙을 교사하여 업무상배임죄를 범하게 한 경우, 乙은 업무상배임죄, 甲은 업무상배임죄의 교사범이 성립하고 乙은 업무상배임죄, 甲은 단순배임죄의 형으로 처벌된다.",X,
"<甲은 2024. 7. 5.경 A에게 “보험사기를 치려고 하는데, 나를 때려 주면 돈을 주겠다.”라고 부탁하여 A가 甲을 때리고 甲은 약속대로 현금을 지불하였다. 한편 A의 행위로 인하여 甲은 다발성 좌상 등의 상해를 입었다. 이후 甲은 A를 무고하기 위해 2024. 7. 10.경 “A가 나를 폭행한 다음 현금을 빼앗아갔다.”라는 취지로 수사기관에 A를 고소하였다.>
 甲의 요청에 따라 A가 甲을 폭행하였고, 그 과정에서 甲이 다발성 좌상 등의 상해를 입게 된 것이라고 하더라도 그러한 甲의 요청은 윤리적･도덕적으로 사회상규에 어긋나는 것이어서 위법성조각사유인 피해자의 승낙에 해당한다고 하기는 어렵다.",O,형법 제24조의 규정에 의하여 위법성이 조각되는 피해자의 승낙은 개인적 법익을 훼손하는 경우에 법률상 이를 처분할 수 있는 사람의 승낙이어야 할 뿐만 아니라 그 승낙이 윤리적·도덕적으로 사회상규에 반하는 것이 아니어야 한다(2008도9606).
"<甲은 2024. 7. 5.경 A에게 “보험사기를 치려고 하는데, 나를 때려 주면 돈을 주겠다.”라고 부탁하여 A가 甲을 때리고 甲은 약속대로 현금을 지불하였다. 한편 A의 행위로 인하여 甲은 다발성 좌상 등의 상해를 입었다. 이후 甲은 A를 무고하기 위해 2024. 7. 10.경 “A가 나를 폭행한 다음 현금을 빼앗아갔다.”라는 취지로 수사기관에 A를 고소하였다.>
 A의 행위는 폭행 내지 상해의 범죄에 해당할 수 있는 것인 반면, 甲의 고소사실은 A가 갈취 내지 강취의 범죄를 범하였다는 것이어서 그 고소사실의 일부가 허위인 경우에 해당한다.",O,2010도2745
"<甲은 2024. 7. 5.경 A에게 “보험사기를 치려고 하는데, 나를 때려 주면 돈을 주겠다.”라고 부탁하여 A가 甲을 때리고 甲은 약속대로 현금을 지불하였다. 한편 A의 행위로 인하여 甲은 다발성 좌상 등의 상해를 입었다. 이후 甲은 A를 무고하기 위해 2024. 7. 10.경 “A가 나를 폭행한 다음 현금을 빼앗아갔다.”라는 취지로 수사기관에 A를 고소하였다.>
 甲이 자신의 의사에 따라 폭행을 당한 것인지 여부는 갈취 내지 강취 범죄의 성부에 영향을 미치는 중요한 부분이므로, 위 고소 내용은 고소사실 전체의 성질을 변경시키는 것에 해당한다.",O,2010도2745
"<甲은 2024. 7. 5.경 A에게 “보험사기를 치려고 하는데, 나를 때려 주면 돈을 주겠다.”라고 부탁하여 A가 甲을 때리고 甲은 약속대로 현금을 지불하였다. 한편 A의 행위로 인하여 甲은 다발성 좌상 등의 상해를 입었다. 이후 甲은 A를 무고하기 위해 2024. 7. 10.경 “A가 나를 폭행한 다음 현금을 빼앗아갔다.”라는 취지로 수사기관에 A를 고소하였다.>
 무고죄는 개인이 부당하게 처벌 또는 징계받지 아니할 이익을 부수적으로 보호하는 죄이므로, 만약 A가 甲의 고소를 승낙한 경우에도 무고죄 성립에 영향이 없다.",O,"무고죄는 국가의 형사사법권 또는 징계권의 적정한 행사를 주된 보호법익으로 하고 다만, 개인의 부당하게 처벌 또는 징계받지 아니할 이익을 부수적으로 보호하는 죄이므로, 설사 무고에 있어서 피무고자의 승낙이 있었다고 하더라도 무고죄의 성립에는 영향을 미치지 못한다 할 것이고, 무고죄에 있어서 형사처분 또는 징계처분을 받게 할 목적은 허위신고를 함에 있어서 다른 사람이 그로 인하여 형사 또는 징계처분을 받게 될 것이라는 인식이 있으면 족한 것이고 그 결과발생을 희망하는 것까지를 요하는 것은 아니므로, 고소인이 고소장을 수사기관에 제출한 이상 그러한 인식은 있었다고 보아야 한다(2005도2712)."
"<甲은 2024. 7. 5.경 A에게 “보험사기를 치려고 하는데, 나를 때려 주면 돈을 주겠다.”라고 부탁하여 A가 甲을 때리고 甲은 약속대로 현금을 지불하였다. 한편 A의 행위로 인하여 甲은 다발성 좌상 등의 상해를 입었다. 이후 甲은 A를 무고하기 위해 2024. 7. 10.경 “A가 나를 폭행한 다음 현금을 빼앗아갔다.”라는 취지로 수사기관에 A를 고소하였다.>
 만약 검사가 甲에게 무고죄가 인정된다고 판단하여 甲을 무고죄로 기소하고 A에 대해서는 불기소결정을 하였는데 甲이 자신의 무고죄에 대한 재판절차에서 무고를 자백한 경우, A에 대한 불기소결정이 내려짐으로써 ｢형법｣ 제157조, 제153조에서 정하는 ‘재판이 확정되기 전’에 해당되지 아니하므로 甲에게 자백･자수 감면 규정을 적용하지 못한다.",X,형법 제153조에서 정한 ‘재판이 확정되기 전’에는 피고인의 고소사건 수사 결과 피고인의 무고 혐의가 밝혀져 피고인에 대한 공소가 제기되고 피고소인에 대해서는 불기소결정이 내려져 재판절차가 개시되지 않은 경우도 포함된다(2018도7293).
피고인 자신이 직접 형사처분이나 징계처분을 받게 될 것을 두려워한 나머지 자기의 이익을 위하여 그 증거가 될 자료를 인멸하였다면 그 행위가 동시에 다른 공범자의 형사사건이나 징계사건에 관한 증거를 인멸한 결과가 된다고 하더라도 이를 증거인멸죄로 다스릴 수 없다.,O,"증거인멸죄는 타인의 형사사건 또는 징계사건에 관한 증거를 인멸하는 경우에 성립하는 것으로서, 피고인 자신이 직접 형사처분이나 징계처분을 받게 될 것을 두려워한 나머지 자기의 이익을 위하여 그 증거가 될 자료를 인멸하였다면, 그 행위가 동시에 다른 공범자의 형사사건이나 징계사건에 관한 증거를 인멸한 결과가 된다고 하더라도 이를 증거인멸죄로 다스릴 수 없고, 이러한 법리는 그 행위가 피고인의 공범자가 아닌 자의 형사사건이나 징계사건에 관한 증거를 인멸한 결과가 된다고 하더라도 마찬가지이다(94도2608)."
"피고인이 음주운전을 할 의사를 가지고 술에 만취한 후 운전을 결행하여 교통사고를 일으켰다면 피고인은 음주 시에 교통사고를 일으킬 위험성을 예견하였는데도 자의로 심신장애를 야기한 경우에 해당하므로, ｢형법｣ 제10조 제3항에 의하여 심신장애로 인한 감경 등을 할 수 없다.",O,2007도4484
"선서한 증인이 증언거부권을 고지받고도 증언거부권을 행사하지 않고 허위의 진술을 한 경우, 적법행위의 기대가능성이 없다고 할 수 없으므로 위증죄의 처벌을 면할 수 없다.",O,2008도942
"｢형법｣ 제16조의 ‘정당한 이유’ 심사는 행위자에게 자기 행위의 위법가능성에 대해 심사숙고하거나 조회할 수 있는 계기가 있어 자신의 지적능력을 다하여 이를 회피하기 위한 진지한 노력을 다하였을 것을 전제로 하고, 이때 필요한 노력의 정도는 구체적인 행위정황과 행위자 개인의 인식능력은 고려하되 행위자가 속한 사회집단에 따라 달리 평가할 것은 아니다.",X,형법 제16조는 ‘법률의 착오’라는 제목으로 자기가 한 행위가 법령에 따라 죄가 되지 않는 것으로 오인한 행위는 그 오인에 정당한 이유가 있는 때에 한하여 벌하지 않는다고 정하고 있다. 이는 일반적으로 범죄가 성립하지만 자신의 특수한 사정에 비추어 법령에 따라 허용된 행위로서 죄가 되지 않는다고 그릇 인식하고 그러한 인식에 정당한 이유가 있는 경우에는 벌하지 않는다는 것이다. 이때 정당한 이유는 행위자에게 자기 행위의 위법 가능성에 대해 심사숙고하거나 조회할 수 있는 계기가 있어 자신의 지적 능력을 다하여 이를 회피하기 위한 진지한 노력을 다하였더라면 스스로의 행위에 대하여 위법성을 인식할 수 있는 가능성이 있었는데도 이를 다하지 못한 결과 자기 행위의 위법성을 인식하지 못한 것인지 여부에 따라 판단해야 한다. 이러한 위법성의 인식에 필요한 노력의 정도는 구체적인 행위정황과 행위자 개인의 인식능력 그리고 행위자가 속한 사회집단에 따라 달리 평가하여야 한다(2021도10903).
정신적 장애가 있는 자라고 하여도 범행 당시 정상적인 사물판별능력이나 행위통제능력이 있었다면 ｢형법｣ 제10조에 규정된 심신장애에 해당한다고 볼 수 없다.,O,"형법 제10조에 규정된 심신장애는 생물학적 요소로서 정신병, 정신박약 또는 비정상적 정신상태와 같은 정신적 장애가 있는 외에 심리학적 요소로서 이와 같은 정신적 장애로 말미암아 사물에 대한 판별능력과 그에 따른 행위통제능력이 결여되거나 감소되었음을 요하므로, 정신적 장애가 있는 자라고 하여도 범행 당시 정상적인 사물판별능력이나 행위통제능력이 있었다면 심신장애로 볼 수 없음은 물론이나…(92도1425)"
"<A(5세)의 아버지 甲은 해수욕장에서 자신으로부터 10m 정도 떨어진 곳에서 A가 익사 위기에 처했음을 인식하고도 A가 익사하여도 상관없다고 생각하면서 아무런 조치를 취하지 아니하였고, 결국 A는 사망하였다.>
 甲이 작위의무를 이행하였다면 그 결과가 발생하지 않았을 것이라는 관계가 인정될 경우에 한하여 그 작위를 하지 않은 부작위와 사망의 결과 사이에 인과관계가 인정된다.",O,
"<A(5세)의 아버지 甲은 해수욕장에서 자신으로부터 10m 정도 떨어진 곳에서 A가 익사 위기에 처했음을 인식하고도 A가 익사하여도 상관없다고 생각하면서 아무런 조치를 취하지 아니하였고, 결국 A는 사망하였다.>
 만약 甲이 누군가 익사 위기에 처해 있다고 생각했을 뿐 그 대상이 A임을 인식하지 못하였던 경우, 보증인적 지위는 구성요건요소이지만 보증의무는 위법성요소라고 보는 견해에 따르면, 甲의 부작위는 구성요건에 해당하고 위법하지만 그러한 착오에 정당한 이유가 있는 때에 한하여 법률의 착오로서 책임이 조각된다.",X,구성요건적 착오로서 정당한 이유의 유무와 무관하게 고의가 조각된다.
"<A(5세)의 아버지 甲은 해수욕장에서 자신으로부터 10m 정도 떨어진 곳에서 A가 익사 위기에 처했음을 인식하고도 A가 익사하여도 상관없다고 생각하면서 아무런 조치를 취하지 아니하였고, 결국 A는 사망하였다.>
 甲에게 부작위에 의한 살인죄의 실행의 착수가 인정되기 위해서는 A의 사망 위험이 구체화한 상황에서 부작위가 이루어지고, 부작위 당시 자신이 구조의무 위반행위를 하고 있으며 그로 인하여 A의 사망 위험이 생긴다는 점을 인식해야 한다.",O,
"<A(5세)의 아버지 甲은 해수욕장에서 자신으로부터 10m 정도 떨어진 곳에서 A가 익사 위기에 처했음을 인식하고도 A가 익사하여도 상관없다고 생각하면서 아무런 조치를 취하지 아니하였고, 결국 A는 사망하였다.>
 만약 乙이 해수욕장의 안전요원이고, 甲과 乙이 각자 주의의무를 불이행하여 A가 익사 위기에 처했음을 알지 못하고 그로 인하여 A를 구하지 못하였다면, 甲은 부작위에 의한 과실치사죄, 乙은 부작위에 의한 업무상과실치사죄가 각각 성립할 수 있다.",O,
"<A(5세)의 아버지 甲은 해수욕장에서 자신으로부터 10m 정도 떨어진 곳에서 A가 익사 위기에 처했음을 인식하고도 A가 익사하여도 상관없다고 생각하면서 아무런 조치를 취하지 아니하였고, 결국 A는 사망하였다.>
 甲의 부작위를 살인죄의 실행행위로 평가하려면 甲이 A가 처한 사태를 지배하고 있어 구조의무 이행으로 사망의 결과를 쉽게 방지할 수 있어야 한다.",O,
"위력에 의한 추행죄에서 ‘위력’은 유형력의 대상이나 내용 등에 비추어 강제추행죄의 ‘폭행 또는 협박’에 해당하지 아니하는 폭행･협박은 물론, 상대방의 자유의사를 제압하거나 혼란하게 할 만한 사회적･경제적･정치적인 지위나 권세를 이용하는 것을 포함한다.",O,
"아동･청소년이 외관상 성적 결정 또는 동의로 보이는 언동을 하였더라도, 그것이 타인의 기망이나 왜곡된 신뢰관계의 이용에 의한 것이라면, 이를 아동･청소년의 온전한 성적 자기 결정권의 행사에 의한 것이라고 평가하기 어렵다.",O,
"위계에 의한 간음죄에서 피해자가 오인, 착각, 부지에 빠지게 되는 대상은 간음행위 자체이지, 간음행위에 이르게 된 동기이거나 간음행위와 결부된 금전적･비금전적 대가와 같은 요소는 아니다.",X,"위계에 의한 간음죄에서 ‘위계’란 행위자의 행위목적을 달성하기 위하여 피해자에게 오인, 착각, 부지를 일으키게 하여 이를 이용하는 것을 말한다. 이러한 위계의 개념 및 성폭력범행에 특히 취약한 사람을 보호하고 행위자를 강력하게 처벌하려는 입법 태도, 피해자의 인지적·심리적·관계적 특성으로 온전한 성적 자기결정권 행사를 기대하기 어려운 사정 등을 종합하면, 행위자가 간음의 목적으로 피해자에게 오인, 착각, 부지를 일으키고 피해자의 그러한 심적 상태를 이용하여 간음의 목적을 달성하였다면 위계와 간음행위 사이의 인과관계를 인정할 수 있고, 따라서 위계에 의한 간음죄가 성립한다. 왜곡된 성적 결정에 기초하여 성행위를 하였다면 왜곡이 발생한 지점이 성행위 그 자체인지 성행위에 이르게 된 동기인지는 성적 자기결정권에 대한 침해가 발생한 것은 마찬가지라는 점에서 핵심적인 부분이라고 하기 어렵다. 피해자가 오인, 착각, 부지에 빠지게 되는 대상은 간음행위 자체일 수도 있고, 간음행위에 이르게 된 동기이거나 간음행위와 결부된 금전적·비금전적 대가와 같은 요소일 수도 있다(2015도9436)."
"｢성폭력범죄의 처벌 등에 관한 특례법｣ 제10조 제1항(업무상 위력 등에 의한 추행)에 규정된 ‘업무, 고용이나 그 밖의 관계로 인하여 자기의 보호, 감독을 받는 사람’에는 직장 안에서 보호 또는 감독을 받거나 사실상 보호 또는 감독을 받는 상황에 있는 사람뿐만 아니라 채용 절차에서 영향력의 범위 안에 있는 사람도 포함된다.",O,
긴급체포된 피의자에 대하여는 보증금 납입을 조건으로 한 석방이 허용되지 않는다.,O,"형사소송법 제214조의2(체포와 구속의 적부심사) ⑤ 법원은 구속된 피의자(심사청구 후 공소제기된 사람을 포함한다)에 대하여 피의자의 출석을 보증할 만한 보증금의 납입을 조건으로 하여 결정으로 제4항의 석방을 명할 수 있다. (후략)
 형사소송법은 수사단계에서의 체포와 구속을 명백히 구별하고 있고 이에 따라 체포와 구속의 적부심사를 규정한 같은 법 제214조의2에서 체포와 구속을 서로 구별되는 개념으로 사용하고 있는바, 같은 조 제4항에 기소 전 보증금 납입을 조건으로 한 석방의 대상자가 '구속된 피의자'라고 명시되어 있다. 그런데 체포 또는 구속의 적부심사와는 달리 기소 전 보증금 납입을 조건으로 한 석방은 헌법상 그에 관한 권리가 규정되어 있지 아니하며, 체포의 적부심사권이 인정되고 체포한 때부터 48시간 이내에 구속영장을 청구하지 아니하는 때에는 피의자를 즉시 석방하여야 하며 구속의 사유를 판단하기 위하여 필요하다고 인정하는 때에는 피의자의 심문이 이루어지는 점 등을 고려하면 체포의 단계에서 보증금 납입을 조건으로 한 석방을 허용하지 아니하더라도 피의자의 신체의 자유에 대한 절차적 보장이 미흡하다고 볼 수는 없고, 한편 기소 전 보증금 납입을 조건으로 석방된 피의자의 재체포 및 재구속의 제한에 관하여 규정하고 있는 같은 법 제214조의3 제2항의 취지를 체포된 피의자에 대하여도 보증금 납입을 조건으로 한 석방이 허용되어야 한다는 근거로 보기는 어렵다고 할 것이다. 그러므로 현행법상 체포된 피의자에 대하여는 보증금 납입을 조건으로 한 석방이 허용되지 않는다고 보아야 할 것이다(97모21)."
체포·구속적부심사에 의하여 석방된 피의자에 대해 다른 중요한 증거를 발견한 경우를 제외하고는 동일한 범죄사실에 관하여 재차 체포 또는 구속하지 못한다.,X,형사소송법 제214조의3(재체포 및 재구속의 제한) ①제214조의2제4항에 따른 체포 또는 구속 적부심사결정에 의하여 석방된 피의자가 도망하거나 범죄의 증거를 인멸하는 경우를 제외하고는 동일한 범죄사실로 재차 체포하거나 구속할 수 없다
